baseline_risk,case_id,confidence_score,downside_exposure,expected_benefit,expected_loss,expected_net_value,governance_burden,interpretation,intervention_cost,max_regret_reference,option_name,post_intervention_risk,regret,risk_reduction
0.3626,232,0.806098,48.840869,41.948724,38.787793,-22.928032,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,26.088964,-22.928032,targeted_intervention,0.282828,0.0,0.22
0.3626,232,0.806098,57.032171,51.819012,32.82044,-25.151981,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,44.150554,-22.928032,intensive_review,0.239316,2.223949,0.34
0.238094,233,0.790612,38.744258,0.0,32.560252,-32.560252,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-27.571086,monitor_only,0.238094,4.989166,0.0
0.238094,233,0.790612,37.216463,16.078314,29.304227,-27.776432,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,14.550519,-27.571086,light_touch_support,0.214285,0.205346,0.1
0.238094,233,0.790612,40.918347,24.848303,25.396997,-27.571086,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,27.022393,-27.571086,targeted_intervention,0.185713,0.0,0.22
0.238094,233,0.790612,53.779498,30.694963,21.489766,-36.525007,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,45.730203,-27.571086,intensive_review,0.157142,8.953921,0.34
0.348921,234,0.791788,87.541638,0.0,65.760829,-65.760829,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-50.348899,monitor_only,0.348921,15.41193,0.0
0.348921,234,0.791788,83.908046,18.619728,59.184746,-55.551154,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,14.986136,-50.348899,light_touch_support,0.314029,5.202255,0.1
0.348921,234,0.791788,86.597091,28.775943,51.293447,-50.348899,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,27.831396,-50.348899,targeted_intervention,0.272158,0.0,0.22
0.348921,234,0.791788,99.09417,35.546753,43.402147,-54.954679,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,47.099285,-50.348899,intensive_review,0.230288,4.60578,0.34
0.400348,235,0.669277,88.949537,0.0,67.833266,-67.833266,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-35.626572,monitor_only,0.400348,32.206694,0.0
0.400348,235,0.669277,74.986308,28.158534,61.04994,-47.086711,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,14.195306,-35.626572,light_touch_support,0.360313,11.460139,0.1
0.400348,235,0.669277,71.794512,43.517735,52.909948,-35.754924,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,26.36271,-35.626572,targeted_intervention,0.312271,0.128352,0.22
0.400348,235,0.669277,79.806152,53.757202,44.769956,-35.626572,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,44.613818,-35.626572,intensive_review,0.26423,0.0,0.34
0.337468,236,0.85143,72.223669,0.0,60.343388,-60.343388,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-31.222672,monitor_only,0.337468,29.120716,0.0
0.337468,236,0.85143,60.017168,24.120717,54.309049,-42.102548,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,11.914215,-31.222672,light_touch_support,0.303721,10.879876,0.1
0.337468,236,0.85143,57.072598,37.277471,47.067843,-31.916771,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,22.1264,-31.222672,targeted_intervention,0.263225,0.694099,0.22
0.337468,236,0.85143,63.619705,46.048641,39.826636,-31.222672,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,37.444677,-31.222672,intensive_review,0.222729,0.0,0.34
0.316308,237,0.806741,79.929316,0.0,64.314487,-64.314487,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-43.226414,monitor_only,0.316308,21.088073,0.0
0.316308,237,0.806741,72.539177,21.770651,57.883038,-50.4929,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,14.380513,-43.226414,light_touch_support,0.284677,7.266486,0.1
0.316308,237,0.806741,72.99043,33.645552,50.1653,-43.226414,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,26.706666,-43.226414,targeted_intervention,0.24672,0.0,0.22
0.316308,237,0.806741,83.56306,41.562153,42.447562,-46.081306,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,45.195897,-43.226414,intensive_review,0.208763,2.854892,0.34
0.184315,238,0.801707,33.478083,0.0,22.858577,-22.858577,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-20.255072,monitor_only,0.184315,2.603505,0.0
0.184315,238,0.801707,33.160436,9.774992,20.572719,-20.255072,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,9.457345,-20.255072,light_touch_support,0.165884,0.0,0.1
0.184315,238,0.801707,35.934918,15.106806,17.82969,-20.286525,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,17.563642,-20.255072,targeted_intervention,0.143766,0.031453,0.22
0.184315,238,0.801707,44.53982,18.661349,15.086661,-26.148398,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,29.723086,-20.255072,intensive_review,0.121648,5.893326,0.34
0.654561,239,0.671193,193.30924,0.0,154.578104,-154.578104,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-45.686338,monitor_only,0.654561,108.891766,0.0
0.654561,239,0.671193,153.578414,55.547881,139.120293,-99.389467,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,15.817055,-45.686338,light_touch_support,0.589105,53.703129,0.1
0.654561,239,0.671193,136.837045,85.846725,120.570921,-64.098726,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,29.37453,-45.686338,targeted_intervention,0.510558,18.412388,0.22
0.654561,239,0.671193,136.974029,106.045954,102.021548,-45.686338,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,49.710744,-45.686338,intensive_review,0.43201,0.0,0.34
0.190206,240,0.842781,64.855595,0.0,40.220809,-40.220809,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-34.226537,monitor_only,0.190206,5.994272,0.0
0.190206,240,0.842781,64.327405,12.304698,36.198728,-35.670538,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,11.776507,-34.226537,light_touch_support,0.171185,1.444001,0.1
0.190206,240,0.842781,67.7099,19.016351,31.372231,-34.226537,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,21.870657,-34.226537,targeted_intervention,0.148361,0.0,0.22
0.190206,240,0.842781,78.376689,23.490787,26.545734,-40.066828,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,37.01188,-34.226537,intensive_review,0.125536,5.840291,0.34
0.391148,241,0.773681,63.968976,0.0,47.024722,-47.024722,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-3.650464,monitor_only,0.391148,43.374258,0.0
0.391148,241,0.773681,43.545102,29.830177,42.322249,-21.898376,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,9.406304,-3.650464,light_touch_support,0.352033,18.247912,0.1
0.391148,241,0.773681,35.336642,46.101183,36.679283,-8.046949,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,17.468849,-3.650464,targeted_intervention,0.305095,4.396485,0.22
0.391148,241,0.773681,36.583124,56.94852,31.036316,-3.650464,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,29.562668,-3.650464,intensive_review,0.258158,0.0,0.34
0.244621,242,0.70243,71.114651,0.0,45.457992,-45.457992,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-25.812916,monitor_only,0.244621,19.645076,0.0
0.244621,242,0.70243,64.362707,13.804103,40.912193,-34.160249,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,7.052159,-25.812916,light_touch_support,0.220159,8.347333,0.1
0.244621,242,0.70243,62.877905,21.333613,35.457234,-27.220487,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,13.096867,-25.812916,targeted_intervention,0.190804,1.407571,0.22
0.244621,242,0.70243,66.925293,26.353287,30.002275,-25.812916,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,22.163929,-25.812916,intensive_review,0.16145,0.0,0.34
0.403751,243,0.743404,88.770561,0.0,73.108161,-73.108161,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-35.814618,monitor_only,0.403751,37.293543,0.0
0.403751,243,0.743404,72.963777,30.185374,65.797345,-49.990561,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,14.37859,-35.814618,light_touch_support,0.363376,14.175943,0.1
0.403751,243,0.743404,68.823534,46.650124,57.024366,-37.077338,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,26.703097,-35.814618,targeted_intervention,0.314926,1.26272,0.22
0.403751,243,0.743404,76.333793,57.626624,48.251386,-35.814618,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,45.189856,-35.814618,intensive_review,0.266476,0.0,0.34
0.087265,244,0.668008,9.088117,0.0,4.236509,-4.236509,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-4.236509,monitor_only,0.087265,0.0,0.0
0.087265,244,0.668008,18.131603,4.344702,3.812858,-12.856344,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,13.388188,-4.236509,light_touch_support,0.078538,8.619835,0.1
0.087265,244,0.668008,27.237355,6.714539,3.304477,-21.453715,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,24.863777,-4.236509,targeted_intervention,0.068067,17.217206,0.22
0.087265,244,0.668008,42.870848,8.294431,2.796096,-36.578827,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,42.077162,-4.236509,intensive_review,0.057595,32.342318,0.34
0.315514,245,0.800309,81.101222,0.0,52.49616,-52.49616,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-26.102072,monitor_only,0.315514,26.394088,0.0
0.315514,245,0.800309,69.692732,22.135359,47.246544,-35.838055,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,10.726869,-26.102072,light_touch_support,0.283963,9.735983,0.1
0.315514,245,0.800309,66.81336,34.20919,40.947005,-26.659143,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,19.921329,-26.102072,targeted_intervention,0.246101,0.557071,0.22
0.315514,245,0.800309,72.555828,42.258412,34.647466,-26.102072,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,33.713018,-26.102072,intensive_review,0.208239,0.0,0.34
0.154222,246,0.84113,23.047878,0.0,15.656339,-15.656339,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-8.661727,monitor_only,0.154222,6.994612,0.0
0.154222,246,0.84113,19.219945,11.417823,14.090705,-10.262771,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,7.58989,-8.661727,light_touch_support,0.1388,1.601044,0.1
0.154222,246,0.84113,19.497661,17.645727,12.211944,-8.661727,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,14.095509,-8.661727,targeted_intervention,0.120293,0.0,0.22
0.154222,246,0.84113,25.104155,21.797663,10.333184,-12.38946,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,23.853939,-8.661727,intensive_review,0.101787,3.727733,0.34
0.365519,247,0.83832,65.687332,0.0,59.202157,-59.202157,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-9.927804,monitor_only,0.365519,49.274353,0.0
0.365519,247,0.83832,44.287818,30.889152,53.281942,-31.882429,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,9.489639,-9.927804,light_touch_support,0.328967,21.954625,0.1
0.365519,247,0.83832,35.573166,47.73778,46.177683,-16.063517,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,17.623614,-9.927804,targeted_intervention,0.285105,6.135713,0.22
0.365519,247,0.83832,36.541711,58.970198,39.073424,-9.927804,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,29.824578,-9.927804,intensive_review,0.241243,0.0,0.34
0.854576,248,0.815141,268.56342,0.0,229.507853,-229.507853,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-85.764242,monitor_only,0.854576,143.743611,0.0
0.854576,248,0.815141,220.079908,70.244921,206.557068,-158.073556,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,21.761409,-85.764242,light_touch_support,0.769118,72.309314,0.1
0.854576,248,0.815141,200.417132,108.560332,179.016126,-110.869838,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,40.414044,-85.764242,targeted_intervention,0.666569,25.105596,0.22
0.854576,248,0.815141,202.852479,134.10394,151.475183,-85.764242,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,68.392998,-85.764242,intensive_review,0.56402,0.0,0.34
0.648395,249,0.682172,155.772961,0.0,120.615157,-120.615157,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-30.064918,monitor_only,0.648395,90.550239,0.0
0.648395,249,0.682172,118.205473,55.543877,108.553641,-70.986154,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,17.97639,-30.064918,light_touch_support,0.583556,40.921236,0.1
0.648395,249,0.682172,103.317147,85.840538,94.079822,-41.624009,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,33.384724,-30.064918,targeted_intervention,0.505748,11.559091,0.22
0.648395,249,0.682172,106.231875,106.038311,79.606004,-30.064918,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,56.497225,-30.064918,intensive_review,0.427941,0.0,0.34
0.325777,250,0.800015,78.938325,0.0,56.986863,-56.986863,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-18.379919,monitor_only,0.325777,38.606944,0.0
0.325777,250,0.800015,63.130142,24.681703,51.288177,-35.479993,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,8.87352,-18.379919,light_touch_support,0.293199,17.100074,0.1
0.325777,250,0.800015,57.273268,38.14445,44.449753,-22.784697,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,16.479393,-18.379919,targeted_intervention,0.254106,4.404778,0.22
0.325777,250,0.800015,59.706915,47.119615,37.61133,-18.379919,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,27.888204,-18.379919,intensive_review,0.215013,0.0,0.34
0.192291,251,0.828669,22.901067,0.0,17.579728,-17.579728,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-17.579728,monitor_only,0.192291,0.0,0.0
0.192291,251,0.828669,29.910008,7.808405,15.821755,-22.830696,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,14.817346,-17.579728,light_touch_support,0.173062,5.250968,0.1
0.192291,251,0.828669,38.351461,12.067536,13.712188,-29.162581,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,27.517929,-17.579728,targeted_intervention,0.149987,11.582853,0.22
0.192291,251,0.828669,54.562914,14.906956,11.602621,-43.264467,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,46.568803,-17.579728,intensive_review,0.126912,25.684739,0.34
0.34941,252,0.845861,87.458699,0.0,64.266023,-64.266023,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-24.535307,monitor_only,0.34941,39.730716,0.0
0.34941,252,0.845861,70.090173,29.751605,57.839421,-40.470896,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,12.38308,-24.535307,light_touch_support,0.314469,15.935589,0.1
0.34941,252,0.845861,64.476094,45.979753,50.127498,-27.144893,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,22.997148,-24.535307,targeted_intervention,0.27254,2.609586,0.22
0.34941,252,0.845861,69.578431,56.798519,42.415575,-24.535307,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,38.918251,-24.535307,intensive_review,0.230611,0.0,0.34
0.238992,253,0.793862,49.26093,0.0,41.757443,-41.757443,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-30.083738,monitor_only,0.238992,11.673705,0.0
0.238992,253,0.793862,45.447397,14.742956,37.581698,-33.768166,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,10.929424,-30.083738,light_touch_support,0.215093,3.684428,0.1
0.238992,253,0.793862,46.773863,22.784569,32.570805,-30.083738,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,20.297502,-30.083738,targeted_intervention,0.186414,0.0,0.22
0.238992,253,0.793862,55.464904,28.145644,27.559912,-33.763887,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,34.349619,-30.083738,intensive_review,0.157735,3.680149,0.34
0.103777,254,0.816514,21.94637,0.0,11.971177,-11.971177,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-11.971177,monitor_only,0.103777,0.0,0.0
0.103777,254,0.816514,24.853361,5.361374,10.774059,-13.68105,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,8.268365,-11.971177,light_touch_support,0.093399,1.709873,0.1
0.103777,254,0.816514,29.016145,8.28576,9.337518,-16.407293,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,15.355535,-11.971177,targeted_intervention,0.080946,4.436116,0.22
0.103777,254,0.816514,37.697309,10.23535,7.900977,-23.651917,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,25.98629,-11.971177,intensive_review,0.068493,11.68074,0.34
0.682645,255,0.750595,211.746696,0.0,183.224732,-183.224732,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-49.277237,monitor_only,0.682645,133.947495,0.0
0.682645,255,0.750595,160.936888,71.356208,164.902259,-114.092451,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,20.546401,-49.277237,light_touch_support,0.61438,64.815214,0.1
0.682645,255,0.750595,139.626521,110.277777,142.915291,-70.795116,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,38.157602,-49.277237,targeted_intervention,0.532463,21.517879,0.22
0.682645,255,0.750595,140.09561,136.225489,120.928323,-49.277237,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,64.574403,-49.277237,intensive_review,0.450546,0.0,0.34
0.195318,256,0.722471,30.397446,0.0,24.063911,-24.063911,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-14.378026,monitor_only,0.195318,9.685885,0.0
0.195318,256,0.722471,25.624383,14.349063,21.65752,-16.884457,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,9.576,-14.378026,light_touch_support,0.175786,2.506431,0.1
0.195318,256,0.722471,26.005622,22.175824,18.76985,-14.378026,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,17.783999,-14.378026,targeted_intervention,0.152348,0.0,0.22
0.195318,256,0.722471,33.09978,27.393665,15.882181,-18.584515,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,30.095999,-14.378026,intensive_review,0.12891,4.206489,0.34
0.272364,257,0.892578,33.045958,0.0,22.230171,-22.230171,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,2.832893,monitor_only,0.272364,25.063064,0.0
0.272364,257,0.892578,18.032717,24.734026,20.007154,-4.993913,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,9.720785,2.832893,light_touch_support,0.245128,7.826806,0.1
0.272364,257,0.892578,12.873532,38.225314,17.339533,2.832893,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,18.052887,2.832893,targeted_intervention,0.212444,0.0,0.22
0.272364,257,0.892578,16.377492,47.219505,14.671913,1.996553,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,30.551039,2.832893,intensive_review,0.17976,0.83634,0.34
0.305186,258,0.765848,63.51362,0.0,45.466944,-45.466944,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-43.549398,monitor_only,0.305186,1.917546,0.0
0.305186,258,0.765848,66.142768,17.258284,40.92025,-43.549398,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,19.887432,-43.549398,light_touch_support,0.274667,0.0,0.1
0.305186,258,0.765848,73.775529,26.671894,35.464216,-45.726125,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,36.933803,-43.549398,targeted_intervention,0.238045,2.176727,0.22
0.305186,258,0.765848,93.069345,32.947634,30.008183,-59.563908,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,62.503359,-43.549398,intensive_review,0.201423,16.01451,0.34
0.300589,259,0.687003,72.333271,0.0,51.297104,-51.297104,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-32.293272,monitor_only,0.300589,19.003832,0.0
0.300589,259,0.687003,64.950601,19.224985,46.167394,-38.784724,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,11.842315,-32.293272,light_touch_support,0.27053,6.491452,0.1
0.300589,259,0.687003,64.614802,29.71134,40.011741,-32.293272,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,21.992871,-32.293272,targeted_intervention,0.234459,0.0,0.22
0.300589,259,0.687003,72.849732,36.702243,33.856089,-34.37255,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,37.218705,-32.293272,intensive_review,0.198389,2.079278,0.34
0.245306,260,0.792809,60.699752,0.0,38.067953,-38.067953,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-25.226538,monitor_only,0.245306,12.841415,0.0
0.245306,260,0.792809,56.043619,13.412879,34.261158,-29.605025,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,8.756747,-25.226538,light_touch_support,0.220775,4.378487,0.1
0.245306,260,0.792809,56.233286,20.728996,29.693003,-25.226538,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,16.26253,-25.226538,targeted_intervention,0.191339,0.0,0.22
0.245306,260,0.792809,62.61455,25.606406,25.124849,-27.039647,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,27.521205,-25.226538,intensive_review,0.161902,1.813109,0.34
0.211542,261,0.794882,30.088229,0.0,19.048276,-19.048276,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-17.304989,monitor_only,0.211542,1.743287,0.0
0.211542,261,0.794882,30.24977,10.118031,17.143448,-17.304989,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,10.279572,-17.304989,light_touch_support,0.190388,0.0,0.1
0.211542,261,0.794882,33.541906,15.636957,14.857655,-18.311332,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,19.090634,-17.304989,targeted_intervention,0.165003,1.006343,0.22
0.211542,261,0.794882,43.079215,19.316241,12.571862,-25.562847,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,32.307227,-17.304989,intensive_review,0.139618,8.257858,0.34
0.34186,262,0.916906,104.337766,0.0,82.643248,-82.643248,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-51.663982,monitor_only,0.34186,30.979266,0.0
0.34186,262,0.916906,94.584835,22.509536,74.378923,-64.625993,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,12.756606,-51.663982,light_touch_support,0.307674,12.962011,0.1
0.34186,262,0.916906,93.24114,34.787465,64.461734,-53.365108,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,23.690839,-51.663982,targeted_intervention,0.266651,1.701126,0.22
0.34186,262,0.916906,101.457204,42.972751,54.544544,-51.663982,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,40.09219,-51.663982,intensive_review,0.225628,0.0,0.34
0.716179,263,0.867572,147.651224,0.0,122.249911,-122.249911,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,4.537443,monitor_only,0.716179,126.787354,0.0
0.716179,263,0.867572,93.095349,69.898928,110.02492,-55.469045,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,15.343053,4.537443,light_touch_support,0.644561,60.006488,0.1
0.716179,263,0.867572,68.119849,108.025616,95.354931,-15.823556,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,28.494241,4.537443,targeted_intervention,0.55862,20.360999,0.22
0.716179,263,0.867572,62.42884,133.443408,80.684941,4.537443,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,48.221023,4.537443,intensive_review,0.472678,0.0,0.34
0.301616,264,0.884641,82.275925,0.0,61.505014,-61.505014,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-40.146742,monitor_only,0.301616,21.358272,0.0
0.301616,264,0.884641,74.898842,18.842953,55.354512,-47.97743,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,11.46587,-40.146742,light_touch_support,0.271454,7.830688,0.1
0.301616,264,0.884641,74.448757,29.120927,47.973911,-40.146742,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,21.293759,-40.146742,targeted_intervention,0.23526,0.0,0.22
0.301616,264,0.884641,82.338607,35.97291,40.593309,-40.655991,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,36.035592,-40.146742,intensive_review,0.199067,0.509249,0.34
0.35963,265,0.841894,78.968322,0.0,64.444883,-64.444883,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-37.095284,monitor_only,0.35963,27.349599,0.0
0.35963,265,0.841894,66.969001,29.236673,58.000395,-46.001074,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,17.237352,-37.095284,light_touch_support,0.323667,8.90579,0.1
0.35963,265,0.841894,65.796598,45.183949,50.267009,-37.095284,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,32.012224,-37.095284,targeted_intervention,0.280511,0.0,0.22
0.35963,265,0.841894,77.32739,55.815466,42.533623,-40.89269,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,54.174534,-37.095284,intensive_review,0.237356,3.797406,0.34
0.708819,266,0.64477,185.256776,0.0,156.628998,-156.628998,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-33.255317,monitor_only,0.708819,123.373681,0.0
0.708819,266,0.64477,135.936049,68.804102,140.966098,-91.645371,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,19.483375,-33.255317,light_touch_support,0.637937,58.390054,0.1
0.708819,266,0.64477,115.106574,106.333612,122.170618,-52.020417,high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,36.18341,-33.255317,targeted_intervention,0.552879,18.7651,0.22
0.708819,266,0.64477,115.136954,131.353285,103.375138,-33.255317,very_high,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,61.233463,-33.255317,intensive_review,0.467821,0.0,0.34
0.208685,267,0.755925,39.944942,0.0,23.984849,-23.984849,low,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,0.0,-17.055996,monitor_only,0.208685,6.928853,0.0
0.208685,267,0.755925,36.909941,12.782782,21.586364,-18.551363,moderate,Expected value is conditional on synthetic assumptions and is not a complete ethical decision rule.,9.747782,-17.055996,light_touch_support,0.187817,1.495367,0.1
