application_completeness,delay_days,engagement_count,group,interpretation,label_disagrees_with_construct,latent_need,observed_label,prior_access,prior_access_missing,proxy_score,true_construct_positive,unit_id
0.903632,15.999937,11.56204,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.108868,1,0.63223,0,0.87968,0,603
0.797454,22.660514,6.503091,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.563844,1,0.537267,0,0.80615,1,604
0.623938,18.893987,8.325669,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.353382,1,0.471011,0,0.802955,0,605
0.790331,17.486853,5.367778,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.408574,1,0.467553,0,0.739827,0,606
0.688475,16.305063,9.45044,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.338234,1,,1,0.82902,0,607
0.910581,29.680258,5.949864,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.827777,1,0.197411,0,0.878174,1,608
0.915644,13.221011,4.610441,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.325309,0,0.274195,0,0.727014,0,609
1.0,32.479579,4.530222,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.813731,1,,1,0.863706,1,610
0.853346,17.807885,10.315244,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.163384,1,0.507565,0,0.869128,0,611
1.0,1.151528,11.915125,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.019338,1,0.969124,0,0.781899,0,612
0.305998,12.270619,6.24331,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.657454,1,0.417508,0,0.615834,1,613
0.926844,20.905266,7.987658,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.485112,1,0.903576,0,0.817545,0,614
0.707138,24.679023,6.286478,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.353699,1,0.638634,0,0.79013,0,615
0.752,8.838161,11.289753,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.067132,1,0.639162,0,0.81156,0,616
0.63916,18.862352,4.691605,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.395697,1,,1,0.706943,0,617
0.69432,15.916006,6.619751,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.353337,1,,1,0.752951,0,618
0.601651,19.367489,4.455113,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.59573,0,0.779478,0,0.645291,1,619
0.814738,15.085105,7.867125,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.272956,1,0.563729,0,0.786643,0,620
0.465327,22.016743,5.966603,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.477713,1,,1,0.739622,0,621
0.884951,24.153323,7.343757,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.663342,0,,1,0.858283,1,622
0.364627,10.426255,5.522339,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.140145,1,0.238657,0,0.608836,0,623
0.444477,11.481615,9.549341,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.167846,1,,1,0.754224,0,624
0.73627,20.598642,5.7404,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.391356,0,,1,0.773553,0,625
0.566738,14.026405,13.068957,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.003031,0,0.783219,0,0.84519,0,626
0.800196,27.281485,6.276575,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.517305,0,0.336128,0,0.848186,0,627
0.659878,22.922428,10.226415,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.548386,1,,1,0.877676,0,628
0.590026,7.212739,6.61693,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.380684,1,,1,0.648581,0,629
0.770753,17.895876,7.220198,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.484606,1,0.834675,0,0.753809,0,630
0.74865,25.889028,2.026393,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.950879,1,,1,0.707922,1,631
0.638008,28.673371,6.511901,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.672524,1,0.357576,0,0.837204,1,632
0.725103,8.153645,6.715275,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.525202,1,0.635598,0,0.661807,0,633
0.800401,16.504872,9.549158,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.329978,1,0.655031,0,0.827496,0,634
0.840454,20.595468,8.410362,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.37929,1,,1,0.853826,0,635
0.927281,15.765281,6.089107,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.479329,1,0.965932,0,0.716625,0,636
0.595541,12.563574,6.550884,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.382703,0,0.871456,0,0.637827,0,637
0.555109,29.594374,9.650116,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.720717,1,0.401316,0,0.887738,1,638
0.767559,35.992472,6.42529,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.672701,1,0.296934,0,0.893356,1,639
0.660661,28.639462,9.193342,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.585049,1,,1,0.887295,1,640
0.755832,22.912359,6.502834,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.549648,1,0.58485,0,0.796445,0,641
0.809607,33.054958,8.485875,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.709436,1,0.601132,0,0.89886,1,642
0.659584,13.262254,8.694512,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.530303,1,0.660445,0,0.756617,0,643
0.531267,18.307962,8.257966,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.296547,1,0.50822,0,0.776959,0,644
0.722187,24.397931,8.513612,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.324885,1,0.690739,0,0.839423,0,645
0.543836,12.079137,8.132821,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.210176,1,0.665011,0,0.704086,0,646
0.777222,10.367065,3.731484,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.306177,1,,1,0.620021,0,647
0.83379,21.699968,3.471011,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.461425,1,0.52874,0,0.719119,0,648
0.733151,33.232776,10.502884,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.841613,0,0.292836,0,0.93214,1,649
0.611923,27.331229,6.264117,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.614372,1,0.449873,0,0.81073,1,650
1.0,25.356825,10.433348,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.478887,1,0.72472,0,0.906833,0,651
0.609741,0.0,8.382796,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.230416,0,0.561937,0,0.621122,0,652
0.7022,13.019586,8.92024,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.27572,1,0.587126,0,0.77698,0,653
0.774961,22.290114,13.284158,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.480121,1,0.609013,0,0.91885,0,654
0.73926,16.899966,5.247066,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.706598,1,,1,0.728347,1,655
0.799303,27.359701,6.585299,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.543468,1,0.446284,0,0.84636,0,656
0.600521,27.064425,9.295247,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.642194,0,0.697551,0,0.854103,1,657
0.54599,27.679405,10.489985,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.679051,1,,1,0.891607,1,658
0.705048,19.662842,8.257297,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.498927,1,0.53113,0,0.814213,0,659
0.515784,20.799084,5.750249,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.778211,1,,1,0.732545,1,660
0.832255,11.566624,11.29079,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.159203,1,1.0,0,0.810136,0,661
0.532606,25.955389,7.538388,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.813751,1,,1,0.823954,1,662
0.776209,32.703958,6.746025,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.618712,1,0.602589,0,0.864656,1,663
0.706356,10.67999,11.112077,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.253305,1,0.813174,0,0.796133,0,664
0.688566,11.047796,9.822221,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.155676,1,0.774239,0,0.764436,0,665
0.690136,8.664781,5.759829,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.151058,1,0.761652,0,0.605668,0,666
0.877274,16.114314,9.094758,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.389992,1,0.676262,0,0.82429,0,667
0.487693,25.495567,5.241951,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.466677,1,,1,0.751773,0,668
0.727635,17.648472,6.709787,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.367422,0,,1,0.775871,0,669
0.763215,2.161864,10.726656,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.22021,1,0.922846,0,0.713249,0,670
0.4183,28.306511,0.0,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.525436,1,0.340591,0,0.588714,0,671
0.736157,19.269879,9.590513,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.396652,1,0.31325,0,0.862551,0,672
0.739984,31.710697,7.044546,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.753076,1,0.265188,0,0.883085,1,673
0.707944,20.402215,9.90286,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.323181,1,0.471605,0,0.859716,0,674
0.948898,10.213688,13.284141,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.211005,1,,1,0.899477,0,675
0.470913,22.808634,5.039076,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.695449,1,,1,0.718513,1,676
0.899897,18.971415,10.688166,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.495359,1,0.767272,0,0.869705,0,677
0.74592,17.620986,6.025626,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.465469,1,0.286878,0,0.771735,0,678
0.788551,16.653307,7.328735,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.291326,1,0.734595,0,0.761191,0,679
0.866771,11.961705,6.891614,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.523379,1,,1,0.761522,0,680
0.762136,25.060104,4.85319,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.543121,1,0.496579,0,0.778425,0,681
0.707267,16.044933,11.363331,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.36584,0,0.833874,0,0.836506,0,682
0.420158,16.32124,11.231097,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.437872,0,0.540918,0,0.817283,0,683
0.653586,26.433889,6.501781,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.577421,1,,1,0.821431,1,684
0.893221,15.741472,4.729877,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.293103,1,0.493176,0,0.722545,0,685
0.587516,11.182638,5.221263,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.603936,1,0.623036,0,0.606277,1,686
0.666414,4.142107,7.089036,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.301692,1,0.857186,0,0.588087,0,687
0.716189,19.132099,6.926254,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.200162,0,0.59978,0,0.770525,0,688
0.772248,17.620051,6.478015,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.382806,1,0.620712,0,0.753584,0,689
0.920103,28.049016,5.441861,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.5627,1,0.451315,0,0.842669,1,690
0.903602,12.655961,8.851345,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.330502,1,0.662865,0,0.80008,0,691
0.789144,12.392285,7.55189,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.483957,1,0.781858,0,0.726203,0,692
0.719873,16.632555,11.650779,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.23139,1,0.624451,0,0.863396,0,693
0.60302,12.651401,10.095188,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.322569,1,0.446406,0,0.802163,0,694
0.95536,21.317533,6.434257,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.341604,1,0.476156,0,0.825808,0,695
0.65491,26.143098,5.358572,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.520013,1,0.418414,0,0.789251,0,696
0.871182,33.278268,9.746195,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.635238,1,0.681741,0,0.917784,1,697
0.934247,30.817576,5.737898,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.291194,0,0.755508,0,0.843236,0,698
0.730345,13.439628,3.948717,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.518722,1,,1,0.648725,0,699
0.606078,28.038769,7.587098,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.443265,1,0.583289,0,0.833701,0,700
0.840919,14.171443,8.340293,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.482163,1,0.52451,0,0.800659,0,701
0.848232,26.116497,6.274157,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.504659,1,0.490584,0,0.835539,0,702
0.861484,8.912427,11.244435,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.187217,1,0.710838,0,0.821746,0,703
0.793145,22.593682,15.182466,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.458641,1,0.759633,0,0.93541,0,704
0.68258,15.103884,11.908949,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.048601,0,0.576014,0,0.858903,0,705
0.887213,14.013997,9.39922,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.0,1,0.538532,0,0.831032,0,706
0.819528,16.797842,7.607997,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.625324,1,,1,0.809025,1,707
0.617809,22.292938,6.675837,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.525491,1,0.596383,0,0.770685,0,708
0.904329,17.121312,10.38755,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.574466,1,0.614691,0,0.865669,1,709
1.0,18.991597,9.561961,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.505551,1,0.874726,0,0.853172,0,710
0.927664,8.088578,9.987874,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.037541,1,0.63243,0,0.803235,0,711
0.819056,17.72791,6.086171,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.226296,1,0.626241,0,0.751347,0,712
0.795728,28.133089,8.868202,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.585176,1,,1,0.893824,1,713
0.693457,18.980186,9.712699,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.532727,0,,1,0.851482,0,714
0.596742,20.375204,11.920911,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.122634,1,0.734925,0,0.86528,0,715
0.652785,25.925767,5.76826,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.632834,1,0.585275,0,0.781399,1,716
0.527486,25.868838,12.77031,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.738183,1,0.629923,0,0.903196,1,717
0.526166,31.807096,7.785571,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.783699,1,0.676869,0,0.842024,1,718
0.469356,9.820624,2.739026,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.527622,0,0.318045,0,0.508042,0,719
0.973334,18.437462,6.697407,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.361387,1,,1,0.822485,0,720
0.592099,33.387047,2.639875,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.90438,1,0.505678,0,0.748964,1,721
0.736431,31.477488,7.124832,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.626883,1,0.349648,0,0.877603,1,722
0.665345,25.536878,2.858649,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.606549,1,0.352122,0,0.719883,1,723
0.785519,18.333103,8.053181,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.420855,1,0.516798,0,0.814303,0,724
0.711947,10.46474,7.682575,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.02164,1,0.514626,0,0.72887,0,725
0.870404,14.208325,8.852717,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.289049,1,0.70134,0,0.802014,0,726
1.0,14.57154,6.340723,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.181584,1,0.768186,0,0.752003,0,727
0.705081,9.792836,12.861852,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.126201,1,0.805638,0,0.832789,0,728
0.806634,11.748718,7.633311,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.464464,1,0.558269,0,0.752507,0,729
0.752772,15.113127,6.768426,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.264388,1,,1,0.761959,0,730
0.385026,13.240631,9.723937,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.430588,1,0.488644,0,0.752641,0,731
0.865144,20.025313,10.376949,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.423658,1,0.470952,0,0.884656,0,732
0.373897,17.48992,7.126003,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.527035,0,,1,0.717034,0,733
0.621634,28.04688,6.422452,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.779376,1,,1,0.825263,1,734
0.758283,24.846136,7.122092,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.265337,1,0.567841,0,0.826798,0,735
0.605245,12.573808,11.116594,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.147323,1,,1,0.830614,0,736
0.511393,34.185915,6.680216,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,1.0,1,0.321944,0,0.85827,1,737
0.775806,17.714891,4.522316,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.342339,0,0.429138,0,0.71664,0,738
0.609716,15.935068,6.625617,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.239323,1,,1,0.736407,0,739
1.0,16.587825,10.614053,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.312829,1,0.659241,0,0.875355,0,740
0.645925,26.038358,7.555958,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.271332,1,0.526842,0,0.831009,0,741
0.391036,21.733399,9.911931,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.525902,1,0.528097,0,0.818711,0,742
0.634084,26.241268,8.186777,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.553073,1,0.427068,0,0.851989,1,743
0.611,28.87288,7.799934,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.833811,0,,1,0.858005,1,744
0.65426,24.712198,10.840012,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.219685,1,0.677936,0,0.878325,0,745
0.833086,17.602196,4.725373,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.214139,1,0.515986,0,0.723784,0,746
0.780983,12.840217,7.901896,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.3772,1,0.656499,0,0.753663,0,747
0.778588,19.256381,9.44533,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.656713,1,,1,0.858794,1,748
0.927247,24.1748,7.162709,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.376326,1,,1,0.860267,0,749
0.730772,20.530259,3.962933,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.587024,1,,1,0.718137,1,750
0.665055,4.753375,8.048654,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.289613,1,0.871153,0,0.628854,0,751
0.753102,22.575732,7.487819,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.386198,1,0.321003,0,0.840522,0,752
0.878981,23.627951,11.861539,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.257633,1,0.460952,0,0.921105,0,753
0.820129,7.438797,7.809198,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.469829,1,,1,0.741802,0,754
0.548038,10.974874,8.750389,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.097546,1,0.606342,0,0.722233,0,755
0.516796,15.573299,9.242998,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.669683,1,,1,0.791223,1,756
0.464773,19.663206,4.064528,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.622529,1,0.361452,0,0.658431,1,757
0.984603,13.801055,2.981318,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.372905,1,0.401468,0,0.677217,0,758
0.701806,16.292357,7.014882,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.214977,0,,1,0.768957,0,759
0.916712,13.311833,8.486553,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.121492,1,0.758469,0,0.78824,0,760
0.673067,23.24904,5.495309,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.501082,1,0.516949,0,0.763508,0,761
0.901577,13.920507,7.759275,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.274796,1,0.669873,0,0.77948,0,762
0.526107,22.447576,1.633395,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.581708,1,0.459121,0,0.598309,1,763
0.59578,10.744188,12.319464,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.35739,1,0.828204,0,0.807407,0,764
0.751753,18.762664,9.841865,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.281164,1,0.581553,0,0.846762,0,765
0.843296,28.366466,6.131968,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.305043,1,0.337237,0,0.857016,0,766
0.851497,23.901695,8.760869,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.436985,1,,1,0.878829,0,767
0.645122,11.304051,9.306716,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.028212,0,0.403284,0,0.782988,0,768
0.795117,12.186839,11.471454,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.420626,0,0.565242,0,0.849357,0,769
0.567228,10.622108,9.623381,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.333319,1,0.585797,0,0.752473,0,770
0.491359,28.044695,7.69462,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.680307,1,0.112501,0,0.85712,1,771
0.515589,7.046549,8.981913,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.136262,0,0.692749,0,0.674788,0,772
0.684167,29.814772,7.891395,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.530359,1,,1,0.873544,0,773
0.699462,18.349581,2.585572,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.568271,0,,1,0.641955,1,774
0.822502,21.607558,4.25862,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.520234,1,0.480066,0,0.746363,0,775
0.769386,13.236668,6.100362,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.558602,1,0.549522,0,0.710919,1,776
0.817653,15.812788,7.827736,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.642168,1,0.445272,0,0.803037,1,777
0.645056,24.31493,6.886716,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.506788,1,0.517156,0,0.804248,0,778
0.666856,27.752784,7.057269,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.588862,0,,1,0.843992,1,779
0.948951,13.982137,5.477531,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.492338,1,0.589644,0,0.730707,0,780
0.503879,24.492446,5.484584,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.522056,1,0.703989,0,0.718367,0,781
0.860605,15.349784,14.342101,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.349828,0,,1,0.92408,0,782
0.767475,13.267444,8.866101,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.605615,1,0.497961,0,0.797813,1,783
0.894401,26.869715,8.612939,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.510825,1,0.137909,0,0.908344,0,784
0.862782,12.287236,7.481641,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.479494,1,0.833874,0,0.732155,0,785
0.682842,22.042327,5.274661,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.443002,1,0.357906,0,0.766399,0,786
0.634655,18.877775,7.78213,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.521674,1,0.468709,0,0.790808,0,787
0.727556,16.383684,7.492342,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.252762,0,0.838038,0,0.740227,0,788
0.851851,22.457604,8.440919,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.431479,1,,1,0.865946,0,789
0.917619,6.770853,7.194826,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.160186,1,,1,0.736792,0,790
0.862096,26.177588,7.362473,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.643656,1,,1,0.866596,1,791
0.561723,18.684421,8.324621,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.550379,1,0.764176,0,0.760248,1,792
0.849938,9.943012,4.554565,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.331348,1,0.610375,0,0.634687,0,793
0.628943,12.776636,3.949126,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.338656,1,,1,0.617086,0,794
0.600568,28.091388,5.267097,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.584014,1,,1,0.793711,1,795
0.861943,12.907877,9.030833,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.442554,0,0.635419,0,0.802117,0,796
0.850052,6.030988,6.896503,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.339324,1,0.880353,0,0.643177,0,797
0.762861,15.544483,5.918319,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.463189,0,0.634515,0,0.714375,0,798
0.918168,27.248448,6.541257,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.020367,1,0.639194,0,0.845971,0,799
0.643547,30.368846,5.237715,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.598388,1,0.343178,0,0.821193,1,800
0.913573,26.948292,5.675717,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",0,0.439388,0,,1,0.844229,0,801
0.862525,25.35848,6.105428,B,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.490681,1,0.552424,0,0.823784,0,802
0.62162,16.31068,5.113463,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.217561,1,0.685468,0,0.655557,0,803
0.764595,10.320892,6.515268,A,"Synthetic record for teaching feature, label, proxy, and measurement audits.",1,0.47074,1,,1,0.714983,0,804
