absolute_error,batch,decision,estimate,experiment_name,interpretation,interval_lower,interval_upper,sample_size,seed,standard_error,threshold,true_probability
0.002,158,0,0.568,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.52458,0.61142,500,502184,0.022153,0.6,0.57
0.004,159,0,0.566,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.522557,0.609443,500,502185,0.022165,0.6,0.57
0.012,160,0,0.558,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.514469,0.601531,500,502186,0.02221,0.6,0.57
0.022,161,0,0.592,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.548921,0.635079,500,502187,0.021979,0.6,0.57
0.008,162,0,0.578,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.53471,0.62129,500,502188,0.022087,0.6,0.57
0.006,163,0,0.576,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.532682,0.619318,500,502189,0.022101,0.6,0.57
0.028,164,0,0.542,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.498328,0.585672,500,502190,0.022282,0.6,0.57
0.022,165,0,0.592,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.548921,0.635079,500,502191,0.021979,0.6,0.57
0.0,166,0,0.57,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.526605,0.613395,500,502192,0.02214,0.6,0.57
0.032,167,0,0.538,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.4943,0.5817,500,502193,0.022296,0.6,0.57
0.018,168,0,0.588,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.544857,0.631143,500,502194,0.022012,0.6,0.57
0.048,169,0,0.522,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.478216,0.565784,500,502195,0.022339,0.6,0.57
0.012,170,0,0.558,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.514469,0.601531,500,502196,0.02221,0.6,0.57
0.006,171,0,0.564,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.520534,0.607466,500,502197,0.022177,0.6,0.57
0.002,172,0,0.568,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.52458,0.61142,500,502198,0.022153,0.6,0.57
0.042,173,1,0.612,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.569287,0.654713,500,502199,0.021792,0.6,0.57
0.01,174,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.51649,0.60351,500,502200,0.022199,0.6,0.57
0.002,175,0,0.572,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.52863,0.61537,500,502201,0.022128,0.6,0.57
0.028,176,0,0.542,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.498328,0.585672,500,502202,0.022282,0.6,0.57
0.012,177,0,0.558,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.514469,0.601531,500,502203,0.02221,0.6,0.57
0.01,178,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.51649,0.60351,500,502204,0.022199,0.6,0.57
0.006,179,0,0.576,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.532682,0.619318,500,502205,0.022101,0.6,0.57
0.016,180,0,0.554,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.510429,0.597571,500,502206,0.02223,0.6,0.57
0.044,181,1,0.614,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.571327,0.656673,500,502207,0.021772,0.6,0.57
0.006,182,0,0.576,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.532682,0.619318,500,502208,0.022101,0.6,0.57
0.008,183,0,0.562,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.518511,0.605489,500,502209,0.022188,0.6,0.57
0.022,184,0,0.548,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.504375,0.591625,500,502210,0.022257,0.6,0.57
0.022,185,0,0.548,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.504375,0.591625,500,502211,0.022257,0.6,0.57
0.032,186,1,0.602,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.559095,0.644905,500,502212,0.02189,0.6,0.57
0.02,187,0,0.55,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.506393,0.593607,500,502213,0.022249,0.6,0.57
0.052,188,0,0.518,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.474201,0.561799,500,502214,0.022346,0.6,0.57
0.008,189,0,0.562,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.518511,0.605489,500,502215,0.022188,0.6,0.57
0.024,190,0,0.594,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.550955,0.637045,500,502216,0.021962,0.6,0.57
0.01,191,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.51649,0.60351,500,502217,0.022199,0.6,0.57
0.008,192,0,0.562,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.518511,0.605489,500,502218,0.022188,0.6,0.57
0.008,193,0,0.562,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.518511,0.605489,500,502219,0.022188,0.6,0.57
0.026,194,0,0.544,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.500343,0.587657,500,502220,0.022274,0.6,0.57
0.04,195,0,0.53,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.486252,0.573748,500,502221,0.02232,0.6,0.57
0.002,196,0,0.572,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.52863,0.61537,500,502222,0.022128,0.6,0.57
0.048,197,1,0.618,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.575411,0.660589,500,502223,0.021729,0.6,0.57
0.014,198,0,0.556,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.512449,0.599551,500,502224,0.02222,0.6,0.57
0.026,199,0,0.596,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.552988,0.639012,500,502225,0.021945,0.6,0.57
0.034,200,1,0.604,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.561132,0.646868,500,502226,0.021872,0.6,0.57
0.008,1,0,0.562,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.531249,0.592751,1000,1002027,0.015689,0.6,0.57
0.017,2,0,0.587,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.556482,0.617518,1000,1002028,0.01557,0.6,0.57
0.003,3,0,0.573,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.542342,0.603658,1000,1002029,0.015642,0.6,0.57
0.002,4,0,0.572,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.541333,0.602667,1000,1002030,0.015647,0.6,0.57
0.003,5,0,0.567,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.536289,0.597711,1000,1002031,0.015669,0.6,0.57
0.022,6,0,0.548,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.517153,0.578847,1000,1002032,0.015738,0.6,0.57
0.014,7,0,0.584,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.55345,0.61455,1000,1002033,0.015587,0.6,0.57
0.02,8,0,0.55,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.519165,0.580835,1000,1002034,0.015732,0.6,0.57
0.022,9,0,0.548,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.517153,0.578847,1000,1002035,0.015738,0.6,0.57
0.021,10,0,0.591,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.560527,0.621473,1000,1002036,0.015547,0.6,0.57
0.014,11,0,0.584,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.55345,0.61455,1000,1002037,0.015587,0.6,0.57
0.0,12,0,0.57,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.539315,0.600685,1000,1002038,0.015656,0.6,0.57
0.002,13,0,0.568,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.537298,0.598702,1000,1002039,0.015664,0.6,0.57
0.012,14,0,0.582,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.551429,0.612571,1000,1002040,0.015597,0.6,0.57
0.007,15,0,0.577,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.546379,0.607621,1000,1002041,0.015623,0.6,0.57
0.021,16,0,0.591,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.560527,0.621473,1000,1002042,0.015547,0.6,0.57
0.011,17,0,0.581,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.550419,0.611581,1000,1002043,0.015603,0.6,0.57
0.003,18,0,0.567,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.536289,0.597711,1000,1002044,0.015669,0.6,0.57
0.005,19,0,0.575,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.54436,0.60564,1000,1002045,0.015632,0.6,0.57
0.012,20,0,0.582,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.551429,0.612571,1000,1002046,0.015597,0.6,0.57
0.001,21,0,0.571,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.540324,0.601676,1000,1002047,0.015651,0.6,0.57
0.039,22,0,0.531,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.500069,0.561931,1000,1002048,0.015781,0.6,0.57
0.018,23,0,0.552,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.521178,0.582822,1000,1002049,0.015726,0.6,0.57
0.004,24,0,0.574,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.543351,0.604649,1000,1002050,0.015637,0.6,0.57
0.006,25,0,0.576,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.54537,0.60663,1000,1002051,0.015628,0.6,0.57
0.02,26,0,0.55,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.519165,0.580835,1000,1002052,0.015732,0.6,0.57
0.029,27,0,0.541,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.510114,0.571886,1000,1002053,0.015758,0.6,0.57
0.017,28,0,0.553,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.522184,0.583816,1000,1002054,0.015722,0.6,0.57
0.033,29,0,0.537,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.506095,0.567905,1000,1002055,0.015768,0.6,0.57
0.028,30,0,0.598,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.567611,0.628389,1000,1002056,0.015505,0.6,0.57
0.004,31,0,0.574,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.543351,0.604649,1000,1002057,0.015637,0.6,0.57
0.015,32,0,0.555,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.524198,0.585802,1000,1002058,0.015715,0.6,0.57
0.013,33,0,0.583,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.55244,0.61356,1000,1002059,0.015592,0.6,0.57
0.004,34,0,0.566,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.535281,0.596719,1000,1002060,0.015673,0.6,0.57
0.033,35,0,0.537,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.506095,0.567905,1000,1002061,0.015768,0.6,0.57
0.016,36,0,0.554,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.523191,0.584809,1000,1002062,0.015719,0.6,0.57
0.008,37,0,0.578,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.547389,0.608611,1000,1002063,0.015618,0.6,0.57
0.015,38,0,0.585,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.554461,0.615539,1000,1002064,0.015581,0.6,0.57
0.014,39,0,0.584,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.55345,0.61455,1000,1002065,0.015587,0.6,0.57
0.017,40,0,0.587,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.556482,0.617518,1000,1002066,0.01557,0.6,0.57
0.024,41,0,0.546,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.515141,0.576859,1000,1002067,0.015744,0.6,0.57
0.034,42,0,0.536,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.50509,0.56691,1000,1002068,0.01577,0.6,0.57
0.014,43,0,0.556,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.525205,0.586795,1000,1002069,0.015712,0.6,0.57
0.011,44,0,0.581,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.550419,0.611581,1000,1002070,0.015603,0.6,0.57
0.012,45,0,0.582,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.551429,0.612571,1000,1002071,0.015597,0.6,0.57
0.002,46,0,0.568,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.537298,0.598702,1000,1002072,0.015664,0.6,0.57
0.017,47,0,0.553,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.522184,0.583816,1000,1002073,0.015722,0.6,0.57
0.014,48,0,0.556,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.525205,0.586795,1000,1002074,0.015712,0.6,0.57
0.038,49,0,0.532,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.501073,0.562927,1000,1002075,0.015779,0.6,0.57
0.008,50,0,0.578,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.547389,0.608611,1000,1002076,0.015618,0.6,0.57
0.002,51,0,0.572,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.541333,0.602667,1000,1002077,0.015647,0.6,0.57
0.011,52,0,0.559,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.528226,0.589774,1000,1002078,0.015701,0.6,0.57
0.017,53,0,0.587,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.556482,0.617518,1000,1002079,0.01557,0.6,0.57
0.002,54,0,0.572,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.541333,0.602667,1000,1002080,0.015647,0.6,0.57
0.003,55,0,0.573,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.542342,0.603658,1000,1002081,0.015642,0.6,0.57
0.011,56,0,0.581,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.550419,0.611581,1000,1002082,0.015603,0.6,0.57
0.002,57,0,0.572,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.541333,0.602667,1000,1002083,0.015647,0.6,0.57
0.001,58,0,0.569,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.538306,0.599694,1000,1002084,0.01566,0.6,0.57
0.0,59,0,0.57,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.539315,0.600685,1000,1002085,0.015656,0.6,0.57
0.013,60,0,0.583,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.55244,0.61356,1000,1002086,0.015592,0.6,0.57
0.002,61,0,0.572,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.541333,0.602667,1000,1002087,0.015647,0.6,0.57
0.015,62,0,0.585,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.554461,0.615539,1000,1002088,0.015581,0.6,0.57
0.002,63,0,0.568,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.537298,0.598702,1000,1002089,0.015664,0.6,0.57
0.008,64,0,0.562,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.531249,0.592751,1000,1002090,0.015689,0.6,0.57
0.005,65,0,0.575,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.54436,0.60564,1000,1002091,0.015632,0.6,0.57
0.009,66,0,0.561,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.530241,0.591759,1000,1002092,0.015693,0.6,0.57
0.005,67,0,0.565,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.534273,0.595727,1000,1002093,0.015677,0.6,0.57
0.007,68,0,0.577,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.546379,0.607621,1000,1002094,0.015623,0.6,0.57
0.014,69,0,0.584,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.55345,0.61455,1000,1002095,0.015587,0.6,0.57
0.012,70,0,0.558,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.527219,0.588781,1000,1002096,0.015705,0.6,0.57
0.004,71,0,0.566,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.535281,0.596719,1000,1002097,0.015673,0.6,0.57
0.016,72,0,0.554,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.523191,0.584809,1000,1002098,0.015719,0.6,0.57
0.019,73,0,0.589,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.558505,0.619495,1000,1002099,0.015559,0.6,0.57
0.001,74,0,0.569,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.538306,0.599694,1000,1002100,0.01566,0.6,0.57
0.009,75,0,0.561,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.530241,0.591759,1000,1002101,0.015693,0.6,0.57
0.002,76,0,0.568,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.537298,0.598702,1000,1002102,0.015664,0.6,0.57
0.005,77,0,0.565,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.534273,0.595727,1000,1002103,0.015677,0.6,0.57
0.003,78,0,0.567,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.536289,0.597711,1000,1002104,0.015669,0.6,0.57
0.01,79,0,0.58,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.549409,0.610591,1000,1002105,0.015608,0.6,0.57
0.007,80,0,0.563,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.532257,0.593743,1000,1002106,0.015685,0.6,0.57
0.018,81,0,0.588,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.557493,0.618507,1000,1002107,0.015565,0.6,0.57
0.006,82,0,0.564,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.533265,0.594735,1000,1002108,0.015681,0.6,0.57
0.023,83,0,0.593,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.56255,0.62345,1000,1002109,0.015535,0.6,0.57
0.005,84,0,0.565,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.534273,0.595727,1000,1002110,0.015677,0.6,0.57
0.012,85,0,0.558,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.527219,0.588781,1000,1002111,0.015705,0.6,0.57
0.009,86,0,0.561,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.530241,0.591759,1000,1002112,0.015693,0.6,0.57
0.013,87,0,0.583,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.55244,0.61356,1000,1002113,0.015592,0.6,0.57
0.021,88,0,0.591,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.560527,0.621473,1000,1002114,0.015547,0.6,0.57
0.012,89,0,0.558,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.527219,0.588781,1000,1002115,0.015705,0.6,0.57
0.008,90,0,0.578,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.547389,0.608611,1000,1002116,0.015618,0.6,0.57
0.007,91,0,0.577,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.546379,0.607621,1000,1002117,0.015623,0.6,0.57
0.02,92,0,0.55,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.519165,0.580835,1000,1002118,0.015732,0.6,0.57
0.035,93,0,0.535,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.504086,0.565914,1000,1002119,0.015773,0.6,0.57
0.015,94,0,0.555,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.524198,0.585802,1000,1002120,0.015715,0.6,0.57
0.01,95,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.529234,0.590766,1000,1002121,0.015697,0.6,0.57
0.003,96,0,0.573,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.542342,0.603658,1000,1002122,0.015642,0.6,0.57
0.04,97,0,0.53,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.499066,0.560934,1000,1002123,0.015783,0.6,0.57
0.01,98,0,0.56,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.529234,0.590766,1000,1002124,0.015697,0.6,0.57
0.015,99,0,0.585,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.554461,0.615539,1000,1002125,0.015581,0.6,0.57
0.013,100,0,0.583,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.55244,0.61356,1000,1002126,0.015592,0.6,0.57
0.013,101,0,0.583,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.55244,0.61356,1000,1002127,0.015592,0.6,0.57
0.001,102,0,0.569,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.538306,0.599694,1000,1002128,0.01566,0.6,0.57
0.009,103,0,0.579,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.548399,0.609601,1000,1002129,0.015613,0.6,0.57
0.03,104,1,0.6,probabilistic_algorithms_reasoning_under_uncertainty,Repeated probabilistic estimates show how sample size affects error and threshold decisions.,0.569636,0.630364,1000,1002130,0.015492,0.6,0.57
