allowed_for_recourse,case_id,counterfactual_decision,counterfactual_feature,counterfactual_score,counterfactual_value,delta,feasibility_note,flipped_to_favorable,original_decision,original_score,original_value,recourse_cost,score_change
False,406,favorable,prior_flag,0.620912,0.25,0.25,Historical marker should not be used as an action recommendation.,False,favorable,0.652698,0.0,24.75,-0.031786
False,406,review,prior_flag,0.614417,0.3,0.3,Historical marker should not be used as an action recommendation.,False,favorable,0.652698,0.0,29.7,-0.038281
False,406,review,prior_flag,0.607882,0.35,0.35,Historical marker should not be used as an action recommendation.,False,favorable,0.652698,0.0,34.65,-0.044816
False,406,review,prior_flag,0.601308,0.4,0.4,Historical marker should not be used as an action recommendation.,False,favorable,0.652698,0.0,39.6,-0.05139
False,406,favorable,risk_adjustment,0.658905,0.901697,0.05,Internal model component is not directly actionable.,False,favorable,0.652698,0.851697,4.95,0.006207
False,406,favorable,risk_adjustment,0.665058,0.951697,0.1,Internal model component is not directly actionable.,False,favorable,0.652698,0.851697,9.9,0.01236
False,406,favorable,risk_adjustment,0.67095,1.0,0.148303,Internal model component is not directly actionable.,False,favorable,0.652698,0.851697,14.681997,0.018252
False,406,favorable,risk_adjustment,0.67095,1.0,0.148303,Internal model component is not directly actionable.,False,favorable,0.652698,0.851697,14.681997,0.018252
False,406,favorable,risk_adjustment,0.67095,1.0,0.148303,Internal model component is not directly actionable.,False,favorable,0.652698,0.851697,14.681997,0.018252
False,406,favorable,risk_adjustment,0.67095,1.0,0.148303,Internal model component is not directly actionable.,False,favorable,0.652698,0.851697,14.681997,0.018252
False,406,favorable,risk_adjustment,0.67095,1.0,0.148303,Internal model component is not directly actionable.,False,favorable,0.652698,0.851697,14.681997,0.018252
False,406,favorable,risk_adjustment,0.67095,1.0,0.148303,Internal model component is not directly actionable.,False,favorable,0.652698,0.851697,14.681997,0.018252
True,407,favorable,baseline_score,0.640269,0.588776,0.05,Can improve through documented qualifying activity but may take time.,False,favorable,0.623406,0.538776,0.07,0.016863
True,407,favorable,baseline_score,0.656792,0.638776,0.1,Can improve through documented qualifying activity but may take time.,False,favorable,0.623406,0.538776,0.14,0.033386
True,407,favorable,baseline_score,0.672944,0.688776,0.15,Can improve through documented qualifying activity but may take time.,False,favorable,0.623406,0.538776,0.21,0.049538
True,407,favorable,baseline_score,0.688696,0.738776,0.2,Can improve through documented qualifying activity but may take time.,False,favorable,0.623406,0.538776,0.28,0.06529
True,407,favorable,baseline_score,0.704023,0.788776,0.25,Can improve through documented qualifying activity but may take time.,False,favorable,0.623406,0.538776,0.35,0.080617
True,407,favorable,baseline_score,0.718904,0.838776,0.3,Can improve through documented qualifying activity but may take time.,False,favorable,0.623406,0.538776,0.42,0.095498
True,407,favorable,baseline_score,0.73332,0.888776,0.35,Can improve through documented qualifying activity but may take time.,False,favorable,0.623406,0.538776,0.49,0.109914
True,407,favorable,baseline_score,0.747256,0.938776,0.4,Can improve through documented qualifying activity but may take time.,False,favorable,0.623406,0.538776,0.56,0.12385
True,407,favorable,document_quality,0.637385,0.604698,0.05,Can often improve through corrected or complete documentation.,False,favorable,0.623406,0.554698,0.0375,0.013979
True,407,favorable,document_quality,0.651135,0.654698,0.1,Can often improve through corrected or complete documentation.,False,favorable,0.623406,0.554698,0.075,0.027729
True,407,favorable,document_quality,0.664638,0.704698,0.15,Can often improve through corrected or complete documentation.,False,favorable,0.623406,0.554698,0.1125,0.041232
True,407,favorable,document_quality,0.677877,0.754698,0.2,Can often improve through corrected or complete documentation.,False,favorable,0.623406,0.554698,0.15,0.054471
True,407,favorable,document_quality,0.690836,0.804698,0.25,Can often improve through corrected or complete documentation.,False,favorable,0.623406,0.554698,0.1875,0.06743
True,407,favorable,document_quality,0.703502,0.854698,0.3,Can often improve through corrected or complete documentation.,False,favorable,0.623406,0.554698,0.225,0.080096
True,407,favorable,document_quality,0.715863,0.904698,0.35,Can often improve through corrected or complete documentation.,False,favorable,0.623406,0.554698,0.2625,0.092457
True,407,favorable,document_quality,0.727907,0.954698,0.4,Can often improve through corrected or complete documentation.,False,favorable,0.623406,0.554698,0.3,0.104501
True,407,favorable,timeliness,0.63275,0.739492,0.05,Can improve in future cycles but may be constrained by access.,False,favorable,0.623406,0.689492,0.055,0.009344
True,407,favorable,timeliness,0.641994,0.789492,0.1,Can improve in future cycles but may be constrained by access.,False,favorable,0.623406,0.689492,0.11,0.018588
True,407,favorable,timeliness,0.651135,0.839492,0.15,Can improve in future cycles but may be constrained by access.,False,favorable,0.623406,0.689492,0.165,0.027729
True,407,favorable,timeliness,0.660165,0.889492,0.2,Can improve in future cycles but may be constrained by access.,False,favorable,0.623406,0.689492,0.22,0.036759
True,407,favorable,timeliness,0.669081,0.939492,0.25,Can improve in future cycles but may be constrained by access.,False,favorable,0.623406,0.689492,0.275,0.045675
True,407,favorable,timeliness,0.677877,0.989492,0.3,Can improve in future cycles but may be constrained by access.,False,favorable,0.623406,0.689492,0.33,0.054471
True,407,favorable,timeliness,0.67971,1.0,0.310508,Can improve in future cycles but may be constrained by access.,False,favorable,0.623406,0.689492,0.341559,0.056304
True,407,favorable,timeliness,0.67971,1.0,0.310508,Can improve in future cycles but may be constrained by access.,False,favorable,0.623406,0.689492,0.341559,0.056304
False,407,review,access_constraint,0.615154,0.05,0.05,Structural constraint should not be framed as individual recourse.,False,favorable,0.623406,0.0,4.95,-0.008252
False,407,review,access_constraint,0.606836,0.1,0.1,Structural constraint should not be framed as individual recourse.,False,favorable,0.623406,0.0,9.9,-0.01657
False,407,review,access_constraint,0.598455,0.15,0.15,Structural constraint should not be framed as individual recourse.,False,favorable,0.623406,0.0,14.85,-0.024951
False,407,review,access_constraint,0.590016,0.2,0.2,Structural constraint should not be framed as individual recourse.,False,favorable,0.623406,0.0,19.8,-0.03339
False,407,review,access_constraint,0.581524,0.25,0.25,Structural constraint should not be framed as individual recourse.,False,favorable,0.623406,0.0,24.75,-0.041882
False,407,review,access_constraint,0.572983,0.3,0.3,Structural constraint should not be framed as individual recourse.,False,favorable,0.623406,0.0,29.7,-0.050423
False,407,review,access_constraint,0.564398,0.35,0.35,Structural constraint should not be framed as individual recourse.,False,favorable,0.623406,0.0,34.65,-0.059008
False,407,review,access_constraint,0.555775,0.4,0.4,Structural constraint should not be framed as individual recourse.,False,favorable,0.623406,0.0,39.6,-0.067631
False,407,favorable,risk_adjustment,0.62984,0.332863,0.05,Internal model component is not directly actionable.,False,favorable,0.623406,0.282863,4.95,0.006434
False,407,favorable,risk_adjustment,0.636228,0.382863,0.1,Internal model component is not directly actionable.,False,favorable,0.623406,0.282863,9.9,0.012822
False,407,favorable,risk_adjustment,0.642569,0.432863,0.15,Internal model component is not directly actionable.,False,favorable,0.623406,0.282863,14.85,0.019163
False,407,favorable,risk_adjustment,0.64886,0.482863,0.2,Internal model component is not directly actionable.,False,favorable,0.623406,0.282863,19.8,0.025454
False,407,favorable,risk_adjustment,0.655099,0.532863,0.25,Internal model component is not directly actionable.,False,favorable,0.623406,0.282863,24.75,0.031693
False,407,favorable,risk_adjustment,0.661286,0.582863,0.3,Internal model component is not directly actionable.,False,favorable,0.623406,0.282863,29.7,0.03788
False,407,favorable,risk_adjustment,0.667418,0.632863,0.35,Internal model component is not directly actionable.,False,favorable,0.623406,0.282863,34.65,0.044012
False,407,favorable,risk_adjustment,0.673494,0.682863,0.4,Internal model component is not directly actionable.,False,favorable,0.623406,0.282863,39.6,0.050088
True,408,favorable,baseline_score,0.843648,0.549652,0.05,Can improve through documented qualifying activity but may take time.,False,favorable,0.833845,0.499652,0.07,0.009803
True,408,favorable,baseline_score,0.852975,0.599652,0.1,Can improve through documented qualifying activity but may take time.,False,favorable,0.833845,0.499652,0.14,0.01913
True,408,favorable,baseline_score,0.861837,0.649652,0.15,Can improve through documented qualifying activity but may take time.,False,favorable,0.833845,0.499652,0.21,0.027992
True,408,favorable,baseline_score,0.870245,0.699652,0.2,Can improve through documented qualifying activity but may take time.,False,favorable,0.833845,0.499652,0.28,0.0364
True,408,favorable,baseline_score,0.878214,0.749652,0.25,Can improve through documented qualifying activity but may take time.,False,favorable,0.833845,0.499652,0.35,0.044369
True,408,favorable,baseline_score,0.885758,0.799652,0.3,Can improve through documented qualifying activity but may take time.,False,favorable,0.833845,0.499652,0.42,0.051913
True,408,favorable,baseline_score,0.892892,0.849652,0.35,Can improve through documented qualifying activity but may take time.,False,favorable,0.833845,0.499652,0.49,0.059047
True,408,favorable,baseline_score,0.899631,0.899652,0.4,Can improve through documented qualifying activity but may take time.,False,favorable,0.833845,0.499652,0.56,0.065786
True,408,favorable,document_quality,0.841992,0.929131,0.05,Can often improve through corrected or complete documentation.,False,favorable,0.833845,0.879131,0.0375,0.008147
True,408,favorable,document_quality,0.849812,0.979131,0.1,Can often improve through corrected or complete documentation.,False,favorable,0.833845,0.879131,0.075,0.015967
True,408,favorable,document_quality,0.85298,1.0,0.120869,Can often improve through corrected or complete documentation.,False,favorable,0.833845,0.879131,0.090652,0.019135
True,408,favorable,document_quality,0.85298,1.0,0.120869,Can often improve through corrected or complete documentation.,False,favorable,0.833845,0.879131,0.090652,0.019135
True,408,favorable,document_quality,0.85298,1.0,0.120869,Can often improve through corrected or complete documentation.,False,favorable,0.833845,0.879131,0.090652,0.019135
True,408,favorable,document_quality,0.85298,1.0,0.120869,Can often improve through corrected or complete documentation.,False,favorable,0.833845,0.879131,0.090652,0.019135
True,408,favorable,document_quality,0.85298,1.0,0.120869,Can often improve through corrected or complete documentation.,False,favorable,0.833845,0.879131,0.090652,0.019135
True,408,favorable,document_quality,0.85298,1.0,0.120869,Can often improve through corrected or complete documentation.,False,favorable,0.833845,0.879131,0.090652,0.019135
False,408,favorable,prior_flag,0.83,0.05,0.05,Historical marker should not be used as an action recommendation.,False,favorable,0.833845,0.0,4.95,-0.003845
False,408,favorable,prior_flag,0.826085,0.1,0.1,Historical marker should not be used as an action recommendation.,False,favorable,0.833845,0.0,9.9,-0.00776
False,408,favorable,prior_flag,0.822098,0.15,0.15,Historical marker should not be used as an action recommendation.,False,favorable,0.833845,0.0,14.85,-0.011747
False,408,favorable,prior_flag,0.818041,0.2,0.2,Historical marker should not be used as an action recommendation.,False,favorable,0.833845,0.0,19.8,-0.015804
False,408,favorable,prior_flag,0.813911,0.25,0.25,Historical marker should not be used as an action recommendation.,False,favorable,0.833845,0.0,24.75,-0.019934
False,408,favorable,prior_flag,0.80971,0.3,0.3,Historical marker should not be used as an action recommendation.,False,favorable,0.833845,0.0,29.7,-0.024135
False,408,favorable,prior_flag,0.805437,0.35,0.35,Historical marker should not be used as an action recommendation.,False,favorable,0.833845,0.0,34.65,-0.028408
False,408,favorable,prior_flag,0.801091,0.4,0.4,Historical marker should not be used as an action recommendation.,False,favorable,0.833845,0.0,39.6,-0.032754
False,408,favorable,access_constraint,0.828939,0.05,0.05,Structural constraint should not be framed as individual recourse.,False,favorable,0.833845,0.0,4.95,-0.004906
False,408,favorable,access_constraint,0.823919,0.1,0.1,Structural constraint should not be framed as individual recourse.,False,favorable,0.833845,0.0,9.9,-0.009926
False,408,favorable,access_constraint,0.818784,0.15,0.15,Structural constraint should not be framed as individual recourse.,False,favorable,0.833845,0.0,14.85,-0.015061
False,408,favorable,access_constraint,0.813532,0.2,0.2,Structural constraint should not be framed as individual recourse.,False,favorable,0.833845,0.0,19.8,-0.020313
False,408,favorable,access_constraint,0.808165,0.25,0.25,Structural constraint should not be framed as individual recourse.,False,favorable,0.833845,0.0,24.75,-0.02568
False,408,favorable,access_constraint,0.80268,0.3,0.3,Structural constraint should not be framed as individual recourse.,False,favorable,0.833845,0.0,29.7,-0.031165
False,408,favorable,access_constraint,0.797078,0.35,0.35,Structural constraint should not be framed as individual recourse.,False,favorable,0.833845,0.0,34.65,-0.036767
False,408,favorable,access_constraint,0.791358,0.4,0.4,Structural constraint should not be framed as individual recourse.,False,favorable,0.833845,0.0,39.6,-0.042487
False,408,favorable,risk_adjustment,0.83762,0.293046,0.05,Internal model component is not directly actionable.,False,favorable,0.833845,0.243046,4.95,0.003775
False,408,favorable,risk_adjustment,0.841326,0.343046,0.1,Internal model component is not directly actionable.,False,favorable,0.833845,0.243046,9.9,0.007481
False,408,favorable,risk_adjustment,0.844963,0.393046,0.15,Internal model component is not directly actionable.,False,favorable,0.833845,0.243046,14.85,0.011118
False,408,favorable,risk_adjustment,0.848531,0.443046,0.2,Internal model component is not directly actionable.,False,favorable,0.833845,0.243046,19.8,0.014686
False,408,favorable,risk_adjustment,0.852032,0.493046,0.25,Internal model component is not directly actionable.,False,favorable,0.833845,0.243046,24.75,0.018187
False,408,favorable,risk_adjustment,0.855466,0.543046,0.3,Internal model component is not directly actionable.,False,favorable,0.833845,0.243046,29.7,0.021621
False,408,favorable,risk_adjustment,0.858833,0.593046,0.35,Internal model component is not directly actionable.,False,favorable,0.833845,0.243046,34.65,0.024988
False,408,favorable,risk_adjustment,0.862134,0.643046,0.4,Internal model component is not directly actionable.,False,favorable,0.833845,0.243046,39.6,0.028289
True,409,favorable,baseline_score,0.858561,0.790831,0.05,Can improve through documented qualifying activity but may take time.,False,favorable,0.849526,0.740831,0.07,0.009035
True,409,favorable,baseline_score,0.867138,0.840831,0.1,Can improve through documented qualifying activity but may take time.,False,favorable,0.849526,0.740831,0.14,0.017612
True,409,favorable,baseline_score,0.875271,0.890831,0.15,Can improve through documented qualifying activity but may take time.,False,favorable,0.849526,0.740831,0.21,0.025745
True,409,favorable,baseline_score,0.882973,0.940831,0.2,Can improve through documented qualifying activity but may take time.,False,favorable,0.849526,0.740831,0.28,0.033447
True,409,favorable,baseline_score,0.890259,0.990831,0.25,Can improve through documented qualifying activity but may take time.,False,favorable,0.849526,0.740831,0.35,0.040733
True,409,favorable,baseline_score,0.891551,1.0,0.259169,Can improve through documented qualifying activity but may take time.,False,favorable,0.849526,0.740831,0.362837,0.042025
True,409,favorable,baseline_score,0.891551,1.0,0.259169,Can improve through documented qualifying activity but may take time.,False,favorable,0.849526,0.740831,0.362837,0.042025
True,409,favorable,baseline_score,0.891551,1.0,0.259169,Can improve through documented qualifying activity but may take time.,False,favorable,0.849526,0.740831,0.362837,0.042025
True,409,favorable,document_quality,0.857036,0.678887,0.05,Can often improve through corrected or complete documentation.,False,favorable,0.849526,0.628887,0.0375,0.00751
True,409,favorable,document_quality,0.864231,0.728887,0.1,Can often improve through corrected or complete documentation.,False,favorable,0.849526,0.628887,0.075,0.014705
True,409,favorable,document_quality,0.871119,0.778887,0.15,Can often improve through corrected or complete documentation.,False,favorable,0.849526,0.628887,0.1125,0.021593
True,409,favorable,document_quality,0.877706,0.828887,0.2,Can often improve through corrected or complete documentation.,False,favorable,0.849526,0.628887,0.15,0.02818
True,409,favorable,document_quality,0.884002,0.878887,0.25,Can often improve through corrected or complete documentation.,False,favorable,0.849526,0.628887,0.1875,0.034476
True,409,favorable,document_quality,0.890014,0.928887,0.3,Can often improve through corrected or complete documentation.,False,favorable,0.849526,0.628887,0.225,0.040488
True,409,favorable,document_quality,0.895752,0.978887,0.35,Can often improve through corrected or complete documentation.,False,favorable,0.849526,0.628887,0.2625,0.046226
True,409,favorable,document_quality,0.898094,1.0,0.371113,Can often improve through corrected or complete documentation.,False,favorable,0.849526,0.628887,0.278335,0.048568
True,409,favorable,timeliness,0.854568,0.840168,0.05,Can improve in future cycles but may be constrained by access.,False,favorable,0.849526,0.790168,0.055,0.005042
True,409,favorable,timeliness,0.859469,0.890168,0.1,Can improve in future cycles but may be constrained by access.,False,favorable,0.849526,0.790168,0.11,0.009943
True,409,favorable,timeliness,0.864231,0.940168,0.15,Can improve in future cycles but may be constrained by access.,False,favorable,0.849526,0.790168,0.165,0.014705
True,409,favorable,timeliness,0.868857,0.990168,0.2,Can improve in future cycles but may be constrained by access.,False,favorable,0.849526,0.790168,0.22,0.019331
True,409,favorable,timeliness,0.86975,1.0,0.209832,Can improve in future cycles but may be constrained by access.,False,favorable,0.849526,0.790168,0.230815,0.020224
True,409,favorable,timeliness,0.86975,1.0,0.209832,Can improve in future cycles but may be constrained by access.,False,favorable,0.849526,0.790168,0.230815,0.020224
True,409,favorable,timeliness,0.86975,1.0,0.209832,Can improve in future cycles but may be constrained by access.,False,favorable,0.849526,0.790168,0.230815,0.020224
True,409,favorable,timeliness,0.86975,1.0,0.209832,Can improve in future cycles but may be constrained by access.,False,favorable,0.849526,0.790168,0.230815,0.020224
False,409,favorable,prior_flag,0.845977,0.05,0.05,Historical marker should not be used as an action recommendation.,False,favorable,0.849526,0.0,4.95,-0.003549
False,409,favorable,prior_flag,0.842359,0.1,0.1,Historical marker should not be used as an action recommendation.,False,favorable,0.849526,0.0,9.9,-0.007167
False,409,favorable,prior_flag,0.838673,0.15,0.15,Historical marker should not be used as an action recommendation.,False,favorable,0.849526,0.0,14.85,-0.010853
False,409,favorable,prior_flag,0.834917,0.2,0.2,Historical marker should not be used as an action recommendation.,False,favorable,0.849526,0.0,19.8,-0.014609
False,409,favorable,prior_flag,0.831092,0.25,0.25,Historical marker should not be used as an action recommendation.,False,favorable,0.849526,0.0,24.75,-0.018434
False,409,favorable,prior_flag,0.827196,0.3,0.3,Historical marker should not be used as an action recommendation.,False,favorable,0.849526,0.0,29.7,-0.02233
False,409,favorable,prior_flag,0.82323,0.35,0.35,Historical marker should not be used as an action recommendation.,False,favorable,0.849526,0.0,34.65,-0.026296
False,409,favorable,prior_flag,0.819193,0.4,0.4,Historical marker should not be used as an action recommendation.,False,favorable,0.849526,0.0,39.6,-0.030333
False,409,favorable,access_constraint,0.844997,0.05,0.05,Structural constraint should not be framed as individual recourse.,False,favorable,0.849526,0.0,4.95,-0.004529
False,409,favorable,access_constraint,0.840357,0.1,0.1,Structural constraint should not be framed as individual recourse.,False,favorable,0.849526,0.0,9.9,-0.009169
False,409,favorable,access_constraint,0.835605,0.15,0.15,Structural constraint should not be framed as individual recourse.,False,favorable,0.849526,0.0,14.85,-0.013921
False,409,favorable,access_constraint,0.830741,0.2,0.2,Structural constraint should not be framed as individual recourse.,False,favorable,0.849526,0.0,19.8,-0.018785
False,409,favorable,access_constraint,0.825762,0.25,0.25,Structural constraint should not be framed as individual recourse.,False,favorable,0.849526,0.0,24.75,-0.023764
False,409,favorable,access_constraint,0.820669,0.3,0.3,Structural constraint should not be framed as individual recourse.,False,favorable,0.849526,0.0,29.7,-0.028857
False,409,favorable,access_constraint,0.81546,0.35,0.35,Structural constraint should not be framed as individual recourse.,False,favorable,0.849526,0.0,34.65,-0.034066
False,409,favorable,access_constraint,0.810135,0.4,0.4,Structural constraint should not be framed as individual recourse.,False,favorable,0.849526,0.0,39.6,-0.039391
False,409,favorable,risk_adjustment,0.853008,0.722515,0.05,Internal model component is not directly actionable.,False,favorable,0.849526,0.672515,4.95,0.003482
False,409,favorable,risk_adjustment,0.856422,0.772515,0.1,Internal model component is not directly actionable.,False,favorable,0.849526,0.672515,9.9,0.006896
False,409,favorable,risk_adjustment,0.859771,0.822515,0.15,Internal model component is not directly actionable.,False,favorable,0.849526,0.672515,14.85,0.010245
False,409,favorable,risk_adjustment,0.863054,0.872515,0.2,Internal model component is not directly actionable.,False,favorable,0.849526,0.672515,19.8,0.013528
False,409,favorable,risk_adjustment,0.866272,0.922515,0.25,Internal model component is not directly actionable.,False,favorable,0.849526,0.672515,24.75,0.016746
False,409,favorable,risk_adjustment,0.869425,0.972515,0.3,Internal model component is not directly actionable.,False,favorable,0.849526,0.672515,29.7,0.019899
False,409,favorable,risk_adjustment,0.871132,1.0,0.327485,Internal model component is not directly actionable.,False,favorable,0.849526,0.672515,32.421015,0.021606
False,409,favorable,risk_adjustment,0.871132,1.0,0.327485,Internal model component is not directly actionable.,False,favorable,0.849526,0.672515,32.421015,0.021606
True,410,favorable,baseline_score,0.753182,0.445777,0.05,Can improve through documented qualifying activity but may take time.,False,favorable,0.739459,0.395777,0.07,0.013723
True,410,favorable,baseline_score,0.766411,0.495777,0.1,Can improve through documented qualifying activity but may take time.,False,favorable,0.739459,0.395777,0.14,0.026952
True,410,favorable,baseline_score,0.779139,0.545777,0.15,Can improve through documented qualifying activity but may take time.,False,favorable,0.739459,0.395777,0.21,0.03968
True,410,favorable,baseline_score,0.791362,0.595777,0.2,Can improve through documented qualifying activity but may take time.,False,favorable,0.739459,0.395777,0.28,0.051903
True,410,favorable,baseline_score,0.80308,0.645777,0.25,Can improve through documented qualifying activity but may take time.,False,favorable,0.739459,0.395777,0.35,0.063621
True,410,favorable,baseline_score,0.814294,0.695777,0.3,Can improve through documented qualifying activity but may take time.,False,favorable,0.739459,0.395777,0.42,0.074835
True,410,favorable,baseline_score,0.825009,0.745777,0.35,Can improve through documented qualifying activity but may take time.,False,favorable,0.739459,0.395777,0.49,0.08555
True,410,favorable,baseline_score,0.83523,0.795777,0.4,Can improve through documented qualifying activity but may take time.,False,favorable,0.739459,0.395777,0.56,0.095771
True,410,favorable,document_quality,0.750851,0.648483,0.05,Can often improve through corrected or complete documentation.,False,favorable,0.739459,0.598483,0.0375,0.011392
True,410,favorable,document_quality,0.761906,0.698483,0.1,Can often improve through corrected or complete documentation.,False,favorable,0.739459,0.598483,0.075,0.022447
True,410,favorable,document_quality,0.772619,0.748483,0.15,Can often improve through corrected or complete documentation.,False,favorable,0.739459,0.598483,0.1125,0.03316
True,410,favorable,document_quality,0.782987,0.798483,0.2,Can often improve through corrected or complete documentation.,False,favorable,0.739459,0.598483,0.15,0.043528
True,410,favorable,document_quality,0.793009,0.848483,0.25,Can often improve through corrected or complete documentation.,False,favorable,0.739459,0.598483,0.1875,0.05355
True,410,favorable,document_quality,0.802684,0.898483,0.3,Can often improve through corrected or complete documentation.,False,favorable,0.739459,0.598483,0.225,0.063225
True,410,favorable,document_quality,0.812015,0.948483,0.35,Can often improve through corrected or complete documentation.,False,favorable,0.739459,0.598483,0.2625,0.072556
True,410,favorable,document_quality,0.821003,0.998483,0.4,Can often improve through corrected or complete documentation.,False,favorable,0.739459,0.598483,0.3,0.081544
True,410,favorable,timeliness,0.747091,0.690854,0.05,Can improve in future cycles but may be constrained by access.,False,favorable,0.739459,0.640854,0.055,0.007632
True,410,favorable,timeliness,0.754574,0.740854,0.1,Can improve in future cycles but may be constrained by access.,False,favorable,0.739459,0.640854,0.11,0.015115
True,410,favorable,timeliness,0.761906,0.790854,0.15,Can improve in future cycles but may be constrained by access.,False,favorable,0.739459,0.640854,0.165,0.022447
True,410,favorable,timeliness,0.769086,0.840854,0.2,Can improve in future cycles but may be constrained by access.,False,favorable,0.739459,0.640854,0.22,0.029627
True,410,favorable,timeliness,0.776113,0.890854,0.25,Can improve in future cycles but may be constrained by access.,False,favorable,0.739459,0.640854,0.275,0.036654
True,410,favorable,timeliness,0.782987,0.940854,0.3,Can improve in future cycles but may be constrained by access.,False,favorable,0.739459,0.640854,0.33,0.043528
True,410,favorable,timeliness,0.789707,0.990854,0.35,Can improve in future cycles but may be constrained by access.,False,favorable,0.739459,0.640854,0.385,0.050248
True,410,favorable,timeliness,0.790919,1.0,0.359146,Can improve in future cycles but may be constrained by access.,False,favorable,0.739459,0.640854,0.395061,0.05146
False,410,favorable,prior_flag,0.734126,0.05,0.05,Historical marker should not be used as an action recommendation.,False,favorable,0.739459,0.0,4.95,-0.005333
False,410,favorable,prior_flag,0.728724,0.1,0.1,Historical marker should not be used as an action recommendation.,False,favorable,0.739459,0.0,9.9,-0.010735
False,410,favorable,prior_flag,0.723253,0.15,0.15,Historical marker should not be used as an action recommendation.,False,favorable,0.739459,0.0,14.85,-0.016206
False,410,favorable,prior_flag,0.717715,0.2,0.2,Historical marker should not be used as an action recommendation.,False,favorable,0.739459,0.0,19.8,-0.021744
False,410,favorable,prior_flag,0.712111,0.25,0.25,Historical marker should not be used as an action recommendation.,False,favorable,0.739459,0.0,24.75,-0.027348
False,410,favorable,prior_flag,0.70644,0.3,0.3,Historical marker should not be used as an action recommendation.,False,favorable,0.739459,0.0,29.7,-0.033019
False,410,favorable,prior_flag,0.700705,0.35,0.35,Historical marker should not be used as an action recommendation.,False,favorable,0.739459,0.0,34.65,-0.038754
False,410,favorable,prior_flag,0.694906,0.4,0.4,Historical marker should not be used as an action recommendation.,False,favorable,0.739459,0.0,39.6,-0.044553
False,410,favorable,access_constraint,0.732659,0.05,0.05,Structural constraint should not be framed as individual recourse.,False,favorable,0.739459,0.0,4.95,-0.0068
False,410,favorable,access_constraint,0.725748,0.1,0.1,Structural constraint should not be framed as individual recourse.,False,favorable,0.739459,0.0,9.9,-0.013711
False,410,favorable,access_constraint,0.718727,0.15,0.15,Structural constraint should not be framed as individual recourse.,False,favorable,0.739459,0.0,14.85,-0.020732
False,410,favorable,access_constraint,0.711598,0.2,0.2,Structural constraint should not be framed as individual recourse.,False,favorable,0.739459,0.0,19.8,-0.027861
False,410,favorable,access_constraint,0.704362,0.25,0.25,Structural constraint should not be framed as individual recourse.,False,favorable,0.739459,0.0,24.75,-0.035097
False,410,favorable,access_constraint,0.697022,0.3,0.3,Structural constraint should not be framed as individual recourse.,False,favorable,0.739459,0.0,29.7,-0.042437
False,410,favorable,access_constraint,0.68958,0.35,0.35,Structural constraint should not be framed as individual recourse.,False,favorable,0.739459,0.0,34.65,-0.049879
False,410,favorable,access_constraint,0.682039,0.4,0.4,Structural constraint should not be framed as individual recourse.,False,favorable,0.739459,0.0,39.6,-0.05742
False,410,favorable,risk_adjustment,0.744722,0.665306,0.05,Internal model component is not directly actionable.,False,favorable,0.739459,0.615306,4.95,0.005263
False,410,favorable,risk_adjustment,0.749915,0.715306,0.1,Internal model component is not directly actionable.,False,favorable,0.739459,0.615306,9.9,0.010456
False,410,favorable,risk_adjustment,0.755037,0.765306,0.15,Internal model component is not directly actionable.,False,favorable,0.739459,0.615306,14.85,0.015578
False,410,favorable,risk_adjustment,0.760087,0.815306,0.2,Internal model component is not directly actionable.,False,favorable,0.739459,0.615306,19.8,0.020628
False,410,favorable,risk_adjustment,0.765066,0.865306,0.25,Internal model component is not directly actionable.,False,favorable,0.739459,0.615306,24.75,0.025607
False,410,favorable,risk_adjustment,0.769973,0.915306,0.3,Internal model component is not directly actionable.,False,favorable,0.739459,0.615306,29.7,0.030514
False,410,favorable,risk_adjustment,0.774807,0.965306,0.35,Internal model component is not directly actionable.,False,favorable,0.739459,0.615306,34.65,0.035348
False,410,favorable,risk_adjustment,0.778119,1.0,0.384694,Internal model component is not directly actionable.,False,favorable,0.739459,0.615306,38.084706,0.03866
True,411,favorable,baseline_score,0.632533,0.333007,0.05,Can improve through documented qualifying activity but may take time.,True,review,0.615525,0.283007,0.07,0.017008
True,411,favorable,baseline_score,0.649217,0.383007,0.1,Can improve through documented qualifying activity but may take time.,True,review,0.615525,0.283007,0.14,0.033692
True,411,favorable,baseline_score,0.665544,0.433007,0.15,Can improve through documented qualifying activity but may take time.,True,review,0.615525,0.283007,0.21,0.050019
True,411,favorable,baseline_score,0.681484,0.483007,0.2,Can improve through documented qualifying activity but may take time.,True,review,0.615525,0.283007,0.28,0.065959
True,411,favorable,baseline_score,0.69701,0.533007,0.25,Can improve through documented qualifying activity but may take time.,True,review,0.615525,0.283007,0.35,0.081485
True,411,favorable,baseline_score,0.712099,0.583007,0.3,Can improve through documented qualifying activity but may take time.,True,review,0.615525,0.283007,0.42,0.096574
True,411,favorable,baseline_score,0.726731,0.633007,0.35,Can improve through documented qualifying activity but may take time.,True,review,0.615525,0.283007,0.49,0.111206
True,411,favorable,baseline_score,0.74089,0.683007,0.4,Can improve through documented qualifying activity but may take time.,True,review,0.615525,0.283007,0.56,0.125365
True,411,favorable,document_quality,0.629623,0.718082,0.05,Can often improve through corrected or complete documentation.,True,review,0.615525,0.668082,0.0375,0.014098
