baseline_capacity,hidden_need_unobserved_in_real_study,individual_true_effect,institutional_access,interpretation,observed_outcome,potential_outcome_control,potential_outcome_treated,prior_risk,treatment,treatment_probability,unit_id
0.469651,0.488343,0.231351,0.382603,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.275105,0.275105,0.506456,0.068471,0,0.354527,941
0.644133,0.507648,0.232862,0.620469,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.650084,0.417222,0.650084,0.161548,1,0.417597,942
0.676831,0.497457,0.233819,0.488891,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.344913,0.344913,0.578732,0.162148,0,0.385789,943
0.573135,0.668342,0.204526,0.904722,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.704215,0.704215,0.908742,0.81669,0,0.747486,944
0.722522,0.644734,0.233084,0.593427,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.650254,0.41717,0.650254,0.214785,1,0.434646,945
0.120654,0.720482,0.185127,0.693403,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.921159,0.736031,0.921159,0.962306,1,0.80424,946
0.293122,0.704593,0.189383,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.932076,0.742692,0.932076,0.985257,1,0.833559,947
0.62449,0.570459,0.204847,0.86428,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.820588,0.615741,0.820588,0.847194,1,0.738599,948
0.70639,0.387445,0.227663,0.829751,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.577724,0.350061,0.577724,0.338207,1,0.515101,949
0.269304,0.872261,0.200138,0.446942,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.869256,0.669118,0.869256,0.698532,1,0.67692,950
0.728055,0.512489,0.236157,0.780528,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.657687,0.42153,0.657687,0.142113,1,0.43214,951
0.554675,0.462538,0.232592,0.38162,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.523193,0.290601,0.523193,0.101199,1,0.353926,952
0.273722,0.812699,0.205613,0.80923,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.511028,0.511028,0.716641,0.564954,0,0.690812,953
0.685991,0.634334,0.210135,0.699173,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.719683,0.719683,0.929819,0.761107,0,0.678054,954
0.601456,0.365381,0.225896,0.372772,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.502251,0.276355,0.502251,0.303687,1,0.41703,955
0.271684,0.784637,0.194078,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.763609,0.763609,0.957687,0.851822,0,0.807011,956
0.538115,0.630078,0.221014,0.656639,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.403506,0.403506,0.62452,0.378248,0,0.539124,957
0.559871,0.347941,0.201185,0.873978,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.860153,0.658967,0.860153,0.890269,1,0.745675,958
0.598748,0.701601,0.20288,0.428482,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.567519,0.567519,0.7704,0.877051,0,0.685161,959
0.473726,0.56182,0.208783,0.693099,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.740076,0.531293,0.740076,0.635732,1,0.651169,960
0.850797,0.253072,0.219965,0.737101,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.398022,0.398022,0.617987,0.638974,0,0.586976,961
0.548685,0.595057,0.216285,0.508554,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.650735,0.43445,0.650735,0.504397,1,0.555031,962
0.363116,0.539041,0.223411,0.440489,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.708791,0.48538,0.708791,0.187055,1,0.430946,963
0.498578,0.525635,0.223234,0.333683,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.386259,0.386259,0.609493,0.293096,0,0.432169,964
0.324927,0.746359,0.21004,0.609212,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.885522,0.675482,0.885522,0.492684,1,0.613791,965
0.24218,0.670324,0.199964,0.787714,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.640375,0.440411,0.640375,0.682533,1,0.720542,966
0.650942,0.246611,0.237654,0.467682,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.401452,0.163798,0.401452,0.046867,1,0.321509,967
0.519142,0.563705,0.217834,0.664055,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.557134,0.557134,0.774968,0.443508,0,0.564146,968
0.410963,0.251984,0.224998,0.758864,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.742592,0.517594,0.742592,0.183278,1,0.46496,969
0.381255,0.463395,0.209752,0.75536,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.58183,0.58183,0.791583,0.542132,0,0.631597,970
0.639241,0.422308,0.217266,0.711166,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.601858,0.384592,0.601858,0.547787,1,0.587724,971
0.668878,0.236759,0.234857,0.595211,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.172582,0.172582,0.407439,0.130235,0,0.37421,972
0.470783,0.652297,0.196961,0.561096,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.865492,0.668531,0.865492,0.929063,1,0.736772,973
0.680346,0.286108,0.233863,0.499736,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.275223,0.275223,0.509086,0.163685,0,0.370704,974
0.393262,0.556101,0.193774,0.633645,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.709133,0.709133,0.902907,0.950603,0,0.75684,975
0.0,0.226157,0.207998,0.588934,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.5348,0.5348,0.742798,0.300046,0,0.531166,976
0.688525,0.389835,0.228971,0.69146,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.394525,0.165554,0.394525,0.292115,1,0.469409,977
0.563969,0.657809,0.226876,0.665738,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.210081,0.210081,0.436958,0.251066,0,0.487549,978
0.579306,0.430103,0.22182,0.672772,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.513803,0.513803,0.735622,0.388988,0,0.523883,979
0.483209,0.805213,0.208908,0.633745,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.809085,0.600177,0.809085,0.639702,1,0.659317,980
0.40419,0.681116,0.197009,0.575091,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.76548,0.568471,0.76548,0.87792,1,0.731742,981
0.427138,0.278728,0.229075,0.218618,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.496493,0.496493,0.725568,0.093469,0,0.321405,982
0.498429,0.289957,0.220904,0.744467,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.448076,0.448076,0.66898,0.351228,0,0.522403,983
0.080476,0.80229,0.19686,0.578065,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.955492,0.758632,0.955492,0.638848,1,0.696777,984
0.256205,0.519072,0.194707,0.996746,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.818024,0.623318,0.818024,0.82449,1,0.785566,985
0.703131,0.328753,0.239835,0.693256,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.298991,0.298991,0.538826,0.031472,0,0.358826,986
0.392002,0.457509,0.230615,0.716029,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.365227,0.365227,0.595841,0.028639,0,0.413481,987
0.426966,0.842201,0.218418,0.625044,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.500697,0.500697,0.719116,0.359765,0,0.558441,988
0.500012,0.366692,0.21535,0.793453,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.440794,0.440794,0.656144,0.491259,0,0.595885,989
0.376599,0.410751,0.204781,0.745934,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.626255,0.626255,0.831036,0.662915,0,0.671392,990
0.659446,0.731346,0.228962,0.826501,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.352392,0.352392,0.581354,0.270546,0,0.523034,991
0.452275,0.461845,0.231899,0.656747,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.577688,0.345789,0.577688,0.041719,1,0.398904,992
0.392134,0.674684,0.219362,0.686489,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.397095,0.397095,0.616457,0.310049,0,0.541296,993
0.255748,0.568991,0.191056,0.740833,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.803246,0.803246,0.994302,0.9154,0,0.777058,994
0.645577,0.491277,0.234101,0.448535,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.240277,0.240277,0.474379,0.131649,0,0.369434,995
0.619313,0.297777,0.237539,0.538698,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.243924,0.243924,0.481463,0.026006,0,0.335013,996
0.381357,0.472339,0.204904,0.745852,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.649906,0.445002,0.649906,0.663411,1,0.675721,997
0.289899,0.636934,0.222335,0.480003,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.569591,0.347256,0.569591,0.159038,1,0.446184,998
0.258698,0.7431,0.20514,0.855268,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.89548,0.69034,0.89548,0.565516,1,0.695907,999
0.416722,0.736246,0.198361,0.734752,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.888775,0.690415,0.888775,0.85352,1,0.752378,1000
0.511053,0.407877,0.219709,0.922377,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.388417,0.388417,0.608126,0.390565,0,0.584222,1001
0.339118,0.615174,0.197625,0.454359,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.745935,0.54831,0.745935,0.813716,1,0.691605,1002
1.0,0.052703,0.245816,0.71183,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.192768,0.192768,0.438584,0.10459,0,0.330942,1003
0.702875,0.736837,0.215225,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.55307,0.55307,0.768295,0.646534,0,0.698063,1004
0.550896,0.666501,0.229902,0.570833,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.424617,0.424617,0.65452,0.165614,0,0.435057,1005
0.56157,0.379263,0.235472,0.599294,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.14591,0.14591,0.381383,0.034365,0,0.363543,1006
0.471533,0.711866,0.208135,0.691119,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.534525,0.534525,0.74266,0.650277,0,0.668236,1007
0.319093,0.512973,0.223464,0.466064,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.555573,0.332109,0.555573,0.152708,1,0.426086,1008
0.471371,0.526201,0.19488,0.653633,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.769537,0.574657,0.769537,0.981519,1,0.759513,1009
0.135434,0.714729,0.195369,0.923476,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.818681,0.818681,1.01405,0.717362,0,0.767504,1010
0.327015,0.671996,0.191504,0.87481,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.737296,0.737296,0.928799,0.957669,0,0.806758,1011
0.420378,0.613165,0.217226,0.508065,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.729689,0.512463,0.729689,0.384637,1,0.524956,1012
0.786858,0.318206,0.242111,0.650014,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.438342,0.196231,0.438342,0.037365,1,0.341361,1013
0.322232,0.585534,0.1927,0.761678,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.935727,0.743028,0.935727,0.924175,1,0.777304,1014
0.612844,0.436769,0.226754,0.773922,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.708092,0.481338,0.708092,0.290791,1,0.500861,1015
1.0,0.385606,0.227111,0.918234,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.69913,0.472019,0.69913,0.572234,1,0.588955,1016
0.478524,0.278441,0.197611,0.749046,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.751209,0.553598,0.751209,0.918628,1,0.738211,1017
0.577267,0.507781,0.214368,0.544072,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.527851,0.527851,0.742219,0.573739,0,0.579168,1018
0.31433,0.701721,0.206109,0.581185,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.627362,0.627362,0.833471,0.583024,0,0.640772,1019
0.590489,0.566131,0.229497,0.763555,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.30236,0.30236,0.531856,0.205448,0,0.477861,1020
0.334443,0.410766,0.218921,0.641204,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.400966,0.400966,0.619887,0.277798,0,0.503303,1021
0.106555,0.643833,0.203881,0.537406,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.74264,0.538759,0.74264,0.482901,1,0.615459,1022
0.289687,0.543241,0.209716,0.776919,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.943526,0.73381,0.943526,0.474362,1,0.628056,1023
0.468782,0.677211,0.21646,0.842506,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.803352,0.586892,0.803352,0.440085,1,0.61573,1024
0.416324,0.886505,0.207271,0.802154,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.848253,0.640982,0.848253,0.630467,1,0.70128,1025
0.505564,0.445604,0.20983,0.669948,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.718396,0.508567,0.718396,0.633432,1,0.632398,1026
0.171006,0.558683,0.200986,0.426618,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.880681,0.679695,0.880681,0.603605,1,0.62482,1027
0.3361,0.744651,0.192903,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.974018,0.781115,0.974018,0.929508,1,0.818981,1028
0.717037,0.238361,0.234801,0.494959,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.203126,0.203126,0.437927,0.167758,0,0.362754,1029
0.549261,0.542624,0.214831,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.534035,0.534035,0.748866,0.541181,0,0.663911,1030
0.440419,0.486098,0.228779,0.826294,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.705753,0.476974,0.705753,0.110837,1,0.465837,1031
0.308688,0.759615,0.196727,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.919776,0.72305,0.919776,0.81335,1,0.79218,1032
0.636898,0.21107,0.233292,0.426012,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.319074,0.319074,0.552366,0.145384,0,0.348776,1033
0.588513,0.093975,0.229882,0.359736,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.301561,0.301561,0.531443,0.194324,0,0.35106,1034
0.404816,0.678189,0.199781,0.539984,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.716801,0.51702,0.716801,0.809082,1,0.702387,1035
0.728844,0.185094,0.233242,0.707354,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.242187,0.242187,0.475429,0.215595,0,0.41846,1036
0.716827,0.534193,0.229474,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.677187,0.447713,0.677187,0.300774,1,0.547107,1037
0.149184,0.775194,0.192354,0.676454,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.938673,0.746319,0.938673,0.803044,1,0.757546,1038
0.574461,0.486359,0.235568,0.724224,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.540488,0.30492,0.540488,0.041642,1,0.39857,1039
0.434371,0.662893,0.199824,0.332863,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.481534,0.481534,0.681358,0.83017,0,0.667261,1040
0.668015,0.295891,0.223531,0.739414,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.498966,0.275434,0.498966,0.412725,1,0.523895,1041
0.29864,0.794074,0.194353,0.915914,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.72926,0.72926,0.923613,0.865157,0,0.797333,1042
0.597463,0.501045,0.23547,0.590007,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.556019,0.320549,0.556019,0.061342,1,0.377419,1043
0.596767,0.349163,0.214508,0.853071,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.340647,0.340647,0.555155,0.58488,0,0.63045,1044
0.288656,0.674511,0.193456,0.758954,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.678211,0.678211,0.871667,0.880082,0,0.772866,1045
0.360523,0.797922,0.207174,0.722021,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.845673,0.638499,0.845673,0.591035,1,0.672587,1046
0.388754,0.468582,0.219341,0.472638,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.342563,0.342563,0.561905,0.308037,0,0.477563,1047
0.583908,0.800175,0.212137,0.688837,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.554615,0.554615,0.766751,0.634509,0,0.655061,1048
0.45981,0.680569,0.20461,0.716358,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.777379,0.572769,0.777379,0.729607,1,0.70016,1049
0.328054,0.83492,0.203304,0.808411,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.867978,0.664674,0.867978,0.663448,1,0.719832,1050
0.693318,0.528863,0.226651,0.612915,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.608823,0.382172,0.608823,0.353707,1,0.489594,1051
0.660241,0.609924,0.231167,0.610732,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.451072,0.219904,0.451072,0.216002,1,0.4442,1052
0.61179,0.525504,0.200845,0.752301,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.48761,0.48761,0.688455,0.937715,0,0.747274,1053
0.591473,0.508279,0.234715,0.829242,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.613302,0.378587,0.613302,0.075718,1,0.433491,1054
0.675068,0.468911,0.22291,0.732898,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.694279,0.471369,0.694279,0.433557,1,0.545168,1055
0.47054,0.584838,0.194132,0.596407,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.851731,0.657599,0.851731,0.999595,1,0.759908,1056
0.503529,0.175037,0.229163,0.573346,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.356316,0.356316,0.585478,0.148584,0,0.39337,1057
0.564433,0.309989,0.221529,0.994457,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.522952,0.522952,0.744481,0.385099,0,0.581458,1058
0.568804,0.81996,0.21321,0.652038,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.986323,0.773113,0.986323,0.596343,1,0.636994,1059
0.275249,0.794709,0.200909,0.48052,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.819021,0.618112,0.819021,0.683712,1,0.671136,1060
0.569154,0.610503,0.225138,0.725506,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.771801,0.546663,0.771801,0.298419,1,0.514924,1061
0.58016,0.796472,0.21664,0.829534,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.73294,0.5163,0.73294,0.519129,1,0.639073,1062
0.467603,0.497382,0.213767,0.397612,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.703598,0.489831,0.703598,0.506533,1,0.535105,1063
0.583856,0.836549,0.204718,0.461522,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.841629,0.636912,0.841629,0.819952,1,0.682847,1064
0.186378,0.365746,0.212326,0.647867,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.545395,0.545395,0.757722,0.331623,0,0.543234,1065
0.246594,0.647669,0.187587,0.678248,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.789125,0.601538,0.789125,0.995263,1,0.79572,1066
0.477532,0.305328,0.223896,0.335717,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.407063,0.407063,0.63096,0.260745,0,0.403672,1067
0.797948,0.590709,0.235962,0.508018,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.558902,0.322941,0.558902,0.199417,1,0.396213,1068
0.295235,0.500289,0.222294,0.43854,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.404899,0.404899,0.627193,0.164069,0,0.427072,1069
0.57515,0.539557,0.22484,0.598807,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.319439,0.319439,0.54428,0.310356,0,0.4859,1070
0.57298,0.608738,0.20373,0.85216,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.750174,0.546444,0.750174,0.836488,1,0.741247,1071
0.541283,0.60184,0.202506,0.48473,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.585675,0.585675,0.78818,0.843317,0,0.682748,1072
0.610853,0.503174,0.204303,0.771818,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.743182,0.538879,0.743182,0.850553,1,0.721035,1073
0.241343,0.65686,0.189793,0.892983,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.895171,0.705377,0.895171,0.936179,1,0.810136,1074
0.451605,0.511476,0.20722,0.816147,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.705559,0.498339,0.705559,0.658204,1,0.68144,1075
0.651398,0.643777,0.229816,0.844406,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.533468,0.533468,0.763284,0.243153,0,0.508999,1076
0.219415,0.757677,0.195438,0.293586,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.746417,0.550979,0.746417,0.778604,1,0.674532,1077
0.424063,0.740758,0.19754,0.721107,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.591175,0.591175,0.788715,0.879545,0,0.75772,1078
0.465055,0.934863,0.213687,0.552967,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.658524,0.444837,0.658524,0.506606,1,0.605239,1079
0.391836,0.451366,0.230056,0.723842,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.56091,0.330855,0.56091,0.042487,1,0.420149,1080
0.399589,0.561839,0.206603,0.856466,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.466596,0.466596,0.673199,0.634619,0,0.690399,1081
0.5282,0.535764,0.206085,0.584098,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.674759,0.674759,0.880844,0.744037,0,0.661761,1082
0.459669,0.810191,0.206696,0.698021,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.820052,0.613356,0.820052,0.677359,1,0.688198,1083
0.893596,0.210211,0.239377,0.317962,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.203816,0.203816,0.443193,0.185777,0,0.311932,1084
0.626664,0.503172,0.231961,0.993166,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.195282,0.195282,0.427243,0.170964,0,0.501932,1085
0.866381,0.415518,0.215599,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.767147,0.551548,0.767147,0.759822,1,0.694794,1086
0.486138,0.541107,0.214622,0.90069,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.59053,0.59053,0.805152,0.499056,0,0.636693,1087
0.591637,0.492472,0.219606,0.664483,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.66056,0.440954,0.66056,0.453575,1,0.552351,1088
0.360631,0.356606,0.218139,0.39155,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.285682,0.285682,0.503821,0.316998,0,0.45818,1089
0.8271,0.32771,0.243093,0.69786,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.315916,0.315916,0.559009,0.043009,0,0.348404,1090
0.13489,0.752667,0.208677,0.621578,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.726705,0.518028,0.726705,0.384238,1,0.599067,1091
0.440228,0.959109,0.201893,0.79809,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.911121,0.709227,0.911121,0.782837,1,0.752803,1092
0.824568,0.39428,0.221012,0.692295,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.520131,0.520131,0.741143,0.59313,0,0.574834,1093
0.696981,0.582661,0.204313,1.0,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.829074,0.624761,0.829074,0.914918,1,0.773855,1094
0.096236,0.786659,0.197549,0.58248,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.896604,0.699054,0.896604,0.633441,1,0.692682,1095
0.419051,0.633534,0.204291,0.759944,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.790584,0.586293,0.790584,0.707022,1,0.701363,1096
0.730662,0.572602,0.204912,0.649955,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.618688,0.618688,0.8236,0.925191,0,0.716583,1097
0.241915,0.602907,0.207279,0.446252,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.832021,0.624742,0.832021,0.499474,1,0.582102,1098
0.150468,0.679539,0.193569,0.503031,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.653742,0.653742,0.847312,0.773618,0,0.712821,1099
0.549386,0.840005,0.22214,0.519904,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.50639,0.50639,0.72853,0.358539,0,0.518828,1100
0.470454,0.474579,0.209912,0.722888,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.491657,0.491657,0.701569,0.605035,0,0.63879,1101
0.433742,0.574128,0.193857,0.788027,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.76023,0.566372,0.76023,0.978872,1,0.785388,1102
0.359169,0.498349,0.194912,0.698768,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.565432,0.565432,0.760344,0.89657,0,0.750292,1103
0.445517,0.785782,0.207018,0.612675,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.621288,0.41427,0.621288,0.6587,1,0.665437,1104
0.450475,0.710376,0.23329,0.331224,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.245868,0.245868,0.479159,0.005597,0,0.341109,1105
0.337999,0.339808,0.203297,0.518909,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.786428,0.583131,0.786428,0.671077,1,0.629805,1106
0.713627,0.352371,0.227827,0.922314,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.577408,0.349581,0.577408,0.339557,1,0.531227,1107
0.559757,0.536014,0.225312,0.629614,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.242639,0.242639,0.467951,0.287009,0,0.484624,1108
0.567988,0.476173,0.228865,0.4749,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.273506,0.273506,0.502372,0.204354,0,0.412199,1109
0.366366,0.512198,0.202117,0.427945,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.945583,0.743466,0.945583,0.721861,1,0.641663,1110
0.703011,0.545162,0.230968,0.821226,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.516223,0.285255,0.516223,0.253065,1,0.492438,1111
0.472719,0.590446,0.215769,0.593947,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.725465,0.509696,0.725465,0.460321,1,0.564893,1112
0.650873,0.787335,0.216675,0.651856,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.425914,0.425914,0.642589,0.571275,0,0.614026,1113
0.386279,0.640337,0.222668,0.515292,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.475161,0.252493,0.475161,0.223021,1,0.46696,1114
0.6548,0.52236,0.208709,0.731543,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.497507,0.497507,0.706216,0.77337,0,0.683642,1115
0.627769,0.593245,0.22277,0.481072,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.581977,0.359207,0.581977,0.401569,1,0.495966,1116
0.60494,0.618559,0.218491,0.779824,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.440832,0.440832,0.659324,0.491426,0,0.600484,1117
0.354324,0.619127,0.19348,0.773065,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.897622,0.704142,0.897622,0.928749,1,0.77926,1118
0.20147,0.504096,0.211544,0.522358,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.680924,0.46938,0.680924,0.362492,1,0.539354,1119
0.260178,0.842853,0.205076,0.536445,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.678135,0.473059,0.678135,0.568227,1,0.644615,1120
0.481523,0.8092,0.203861,0.802788,Synthetic observational data with measured and hidden confounding for teaching causal review.,0.717645,0.513784,0.717645,0.764629,1,0.733488,1121
