baseline_capacity,institutional_access,interpretation,observed_outcome,potential_outcome_control,potential_outcome_treated,prior_risk,treatment,treatment_probability,true_effect,unit_id
0.608667,0.6603,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.467752,0.287752,0.467752,0.29474,1,0.489902,0.18,564
0.446998,0.847019,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.610164,0.610164,0.790164,0.818096,0,0.762547,0.18,565
0.412347,0.497369,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.443952,0.263952,0.443952,0.365378,1,0.514472,0.18,566
0.831744,0.745395,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.631527,0.451527,0.631527,0.757432,1,0.675943,0.18,567
0.715207,0.712977,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.354448,0.174448,0.354448,0.150895,1,0.421691,0.18,568
0.572272,0.261398,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.558387,0.378387,0.558387,0.49088,1,0.49387,0.18,569
0.525944,0.461731,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.34195,0.34195,0.52195,0.297837,0,0.459116,0.18,570
0.474798,0.59635,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.481251,0.301251,0.481251,0.271889,1,0.485313,0.18,571
0.62354,0.9553,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.4332,0.4332,0.6132,0.470818,0,0.63021,0.18,572
0.427178,0.550437,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.406202,0.406202,0.586202,0.647909,0,0.646873,0.18,573
0.747321,0.383495,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.206744,0.026744,0.206744,0.061139,1,0.311482,0.18,574
0.547311,0.548586,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.588308,0.408308,0.588308,0.367239,1,0.506592,0.18,575
0.400977,0.745585,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.780739,0.600739,0.780739,0.964965,1,0.796956,0.18,576
0.621313,0.288369,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.233995,0.233995,0.413995,0.373623,0,0.440106,0.18,577
0.495145,0.73158,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.574789,0.394789,0.574789,0.339172,1,0.542855,0.18,578
0.592107,0.453488,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.096864,0.096864,0.276864,0.089092,0,0.357379,0.18,579
0.373775,0.832176,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.781354,0.601354,0.781354,0.653791,1,0.711261,0.18,580
0.559211,0.396926,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.246884,0.066884,0.246884,0.134861,1,0.369225,0.18,581
0.646605,0.520857,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.349348,0.349348,0.529348,0.285432,0,0.448826,0.18,582
0.626764,0.905331,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.353247,0.353247,0.533247,0.362901,0,0.572476,0.18,583
0.836704,0.954086,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.750191,0.570191,0.750191,0.870034,1,0.754492,0.18,584
0.188195,0.735215,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.806494,0.626494,0.806494,0.87991,1,0.791273,0.18,585
0.414718,0.55158,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.501871,0.501871,0.681871,0.483,0,0.578591,0.18,586
0.651969,0.894553,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.736215,0.556215,0.736215,0.883961,1,0.769421,0.18,587
0.691611,0.853823,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.445561,0.445561,0.625561,0.337312,0,0.540073,0.18,588
0.64383,0.863005,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.394143,0.394143,0.574143,0.674369,0,0.690887,0.18,589
0.20898,0.532449,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.530533,0.350533,0.530533,0.513099,1,0.617132,0.18,590
0.348784,0.679809,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.72601,0.54601,0.72601,0.876805,1,0.765093,0.18,591
0.567779,0.884247,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.578129,0.398129,0.578129,0.443739,1,0.611563,0.18,592
0.732917,0.460163,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.478526,0.298526,0.478526,0.485753,1,0.512186,0.18,593
0.533784,0.674041,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.576688,0.396688,0.576688,0.270157,1,0.493163,0.18,594
0.739719,0.821279,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.561724,0.561724,0.741724,0.830809,0,0.729241,0.18,595
0.351567,0.466653,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.363962,0.363962,0.543962,0.580985,0,0.611784,0.18,596
0.526706,0.951613,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.587757,0.407757,0.587757,0.382055,1,0.605426,0.18,597
0.485254,0.609881,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.445486,0.445486,0.625486,0.324496,0,0.510457,0.18,598
0.588002,0.664898,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.57015,0.39015,0.57015,0.502198,1,0.586512,0.18,599
0.54286,0.475563,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.284882,0.284882,0.464882,0.412484,0,0.511189,0.18,600
0.373267,0.982826,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.771193,0.591193,0.771193,0.724469,1,0.762173,0.18,601
0.383679,0.365293,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.710541,0.530541,0.710541,0.910256,1,0.718497,0.18,602
0.356875,0.671337,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.586574,0.586574,0.766574,0.987664,0,0.797036,0.18,603
0.424506,0.837607,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.634363,0.454363,0.634363,0.739692,1,0.73703,0.18,604
0.608146,0.754406,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.306782,0.306782,0.486782,0.424576,0,0.569133,0.18,605
0.320761,0.577022,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.647826,0.467826,0.647826,0.359027,1,0.54317,0.18,606
0.411852,0.664396,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.422396,0.422396,0.602396,0.507694,0,0.614127,0.18,607
0.508032,0.609182,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.542896,0.362896,0.542896,0.478205,1,0.575472,0.18,608
0.414385,0.840087,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.579765,0.399765,0.579765,0.69197,1,0.721717,0.18,609
0.725514,0.675868,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.384803,0.204803,0.384803,0.261488,1,0.460992,0.18,610
0.456876,0.752222,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.616368,0.436368,0.616368,0.565892,1,0.650555,0.18,611
0.377817,0.887272,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.75124,0.75124,0.93124,0.755401,0,0.75613,0.18,612
0.493008,0.264609,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.269434,0.269434,0.449434,0.386519,0,0.459608,0.18,613
0.353265,0.872675,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.778953,0.598953,0.778953,0.816338,1,0.776061,0.18,614
0.783642,0.624142,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.248741,0.248741,0.428741,0.27698,0,0.447718,0.18,615
0.527916,0.679976,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.26185,0.26185,0.44185,0.007361,0,0.379535,0.18,616
0.731062,0.780725,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.33929,0.15929,0.33929,0.084938,1,0.40538,0.18,617
0.523516,0.788204,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.625433,0.445433,0.625433,0.531475,1,0.634583,0.18,618
0.636949,0.376829,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.295984,0.295984,0.475984,0.039302,0,0.315986,0.18,619
0.800639,0.610555,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.285603,0.285603,0.465603,0.13284,0,0.379476,0.18,620
0.256477,0.579239,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.570318,0.570318,0.750318,0.858977,0,0.752797,0.18,621
0.706848,0.547312,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.689807,0.509807,0.689807,0.751734,1,0.650581,0.18,622
0.323977,0.648619,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.770459,0.590459,0.770459,0.556405,1,0.643572,0.18,623
0.583352,0.734934,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.726081,0.546081,0.726081,0.882572,1,0.750271,0.18,624
0.478173,0.788754,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.604445,0.424445,0.604445,0.740628,1,0.722342,0.18,625
0.421278,0.677652,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.63906,0.45906,0.63906,0.600085,1,0.654137,0.18,626
0.607726,0.431741,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.249853,0.249853,0.429853,0.356713,0,0.466554,0.18,627
0.727212,0.778653,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.521262,0.341262,0.521262,0.546016,1,0.609995,0.18,628
0.648001,0.679672,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.561733,0.381733,0.561733,0.345387,1,0.511148,0.18,629
0.265934,0.801641,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.36143,0.36143,0.54143,0.327079,0,0.586777,0.18,630
0.594069,0.752828,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.706619,0.526619,0.706619,0.904486,1,0.759361,0.18,631
0.553386,0.824081,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.49737,0.49737,0.67737,0.718405,0,0.711519,0.18,632
0.511962,0.819514,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.378113,0.378113,0.558113,0.25824,0,0.523787,0.18,633
0.4617,0.727929,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.465176,0.465176,0.645176,0.762002,0,0.721059,0.18,634
0.182598,0.786583,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.355788,0.355788,0.535788,0.270476,0,0.570826,0.18,635
0.27315,0.689482,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.790322,0.610322,0.790322,0.830308,1,0.75973,0.18,636
0.57312,0.653125,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.352621,0.352621,0.532621,0.265734,0,0.480575,0.18,637
0.600566,0.394114,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.230262,0.230262,0.410262,0.083085,0,0.34162,0.18,638
0.384937,0.809142,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.50172,0.50172,0.68172,0.782562,0,0.75136,0.18,639
0.55758,0.563462,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.522847,0.342847,0.522847,0.624758,1,0.621785,0.18,640
0.793143,0.696688,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.518492,0.338492,0.518492,0.468861,1,0.548617,0.18,641
0.444546,0.62359,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.658969,0.478969,0.658969,0.489495,1,0.59281,0.18,642
0.09128,0.424225,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.571136,0.571136,0.751136,0.976086,0,0.783128,0.18,643
0.58967,0.60002,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.212381,0.212381,0.392381,0.17441,0,0.425595,0.18,644
0.477237,0.749335,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.470587,0.290587,0.470587,0.115828,1,0.449312,0.18,645
0.058187,0.702971,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.630237,0.630237,0.810237,0.72176,0,0.749684,0.18,646
0.627739,0.820949,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.597838,0.417838,0.597838,0.48505,1,0.607139,0.18,647
0.485982,0.843563,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.492458,0.492458,0.672458,0.636144,0,0.69268,0.18,648
0.230312,0.436298,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.581266,0.401266,0.581266,0.210026,1,0.458229,0.18,649
0.336537,0.585126,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.479762,0.299762,0.479762,0.065806,1,0.41172,0.18,650
0.540908,0.737047,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.524623,0.344623,0.524623,0.168869,1,0.460771,0.18,651
0.57335,0.941976,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.481666,0.301666,0.481666,0.450641,1,0.625959,0.18,652
0.632605,0.845286,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.453646,0.453646,0.633646,0.482574,0,0.610598,0.18,653
0.511476,0.338851,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.240855,0.240855,0.420855,0.252614,0,0.414058,0.18,654
0.592614,0.555229,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.660746,0.480746,0.660746,0.610522,1,0.608992,0.18,655
0.632511,0.712329,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.558781,0.378781,0.558781,0.387042,1,0.539484,0.18,656
0.450626,0.902716,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.556595,0.556595,0.736595,0.767917,0,0.754789,0.18,657
0.55033,0.932912,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.382876,0.382876,0.562876,0.428796,0,0.618044,0.18,658
0.318034,0.990503,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.798028,0.618028,0.798028,0.838946,1,0.803882,0.18,659
0.625036,0.341612,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.200157,0.200157,0.380157,0.196348,0,0.374223,0.18,660
0.553172,0.770551,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.317126,0.317126,0.497126,0.324315,0,0.536276,0.18,661
0.608821,0.723033,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.225811,0.225811,0.405811,0.094426,0,0.414693,0.18,662
0.399347,0.673105,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.73315,0.55315,0.73315,0.703089,1,0.696724,0.18,663
0.446315,1.0,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.892094,0.712094,0.892094,0.768039,1,0.771126,0.18,664
0.694835,0.864602,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.567617,0.567617,0.747617,0.830119,0,0.741821,0.18,665
0.943636,0.874358,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.134345,0.134345,0.314345,0.161314,0,0.428275,0.18,666
0.525499,0.795373,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.383043,0.383043,0.563043,0.300241,0,0.535184,0.18,667
0.674565,0.774281,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.188294,0.188294,0.368294,0.139935,0,0.436346,0.18,668
0.479555,0.645432,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.407173,0.407173,0.587173,0.457399,0,0.578465,0.18,669
0.622692,0.448232,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.265974,0.265974,0.445974,0.227052,0,0.410593,0.18,670
0.63962,0.593584,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.765923,0.585923,0.765923,0.763563,1,0.673678,0.18,671
0.540107,0.701732,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.630546,0.450546,0.630546,0.35661,1,0.537279,0.18,672
0.582975,1.0,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.491184,0.311184,0.491184,0.582583,1,0.689732,0.18,673
0.3544,0.946524,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.792039,0.792039,0.972039,0.970561,0,0.830087,0.18,674
0.644749,0.321194,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.093039,0.093039,0.273039,0.012647,0,0.294213,0.18,675
0.404422,0.773173,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.476829,0.296829,0.476829,0.518484,1,0.642556,0.18,676
0.724864,0.73175,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.912853,0.732853,0.912853,0.839556,1,0.71806,0.18,677
0.695986,0.909166,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.491206,0.311206,0.491206,0.379857,1,0.570625,0.18,678
0.395166,0.643184,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.650079,0.470079,0.650079,0.501821,1,0.60946,0.18,679
0.579894,0.446495,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.596548,0.416548,0.596548,0.750924,1,0.64693,0.18,680
0.634508,0.604054,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.749633,0.569633,0.749633,0.755663,1,0.673297,0.18,681
0.974785,0.929516,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.477673,0.297673,0.477673,0.211521,1,0.458206,0.18,682
0.606952,0.651985,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.548758,0.368758,0.548758,0.62236,1,0.632478,0.18,683
0.317152,0.562222,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.677378,0.497378,0.677378,0.538896,1,0.619098,0.18,684
0.476191,0.317652,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.424512,0.244512,0.424512,0.010385,1,0.314075,0.18,685
0.56748,0.864338,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.406916,0.406916,0.586916,0.293297,0,0.541244,0.18,686
0.519962,0.659848,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.513292,0.513292,0.693292,0.484969,0,0.587789,0.18,687
0.525199,1.0,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.957784,0.777784,0.957784,0.990978,1,0.82759,0.18,688
0.492237,0.625712,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.549608,0.369608,0.549608,0.100848,1,0.413219,0.18,689
0.26359,0.878272,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.853229,0.673229,0.853229,0.891788,1,0.808068,0.18,690
0.574158,0.561128,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.754521,0.754521,0.934521,0.910524,0,0.730953,0.18,691
0.300062,0.727713,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.709253,0.529253,0.709253,0.722518,1,0.726202,0.18,692
0.257529,0.913264,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.519337,0.519337,0.699337,0.747912,0,0.770946,0.18,693
0.733891,0.808133,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.802498,0.622498,0.802498,0.90058,1,0.751761,0.18,694
0.554285,0.431288,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.34416,0.34416,0.52416,0.498203,0,0.538015,0.18,695
0.478568,0.60067,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.581145,0.401145,0.581145,0.376792,1,0.532874,0.18,696
0.655018,0.406945,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.136525,0.136525,0.316525,0.277856,0,0.419063,0.18,697
0.717874,0.735232,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.41387,0.23387,0.41387,0.278429,1,0.483046,0.18,698
0.8385,0.683525,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.370237,0.190237,0.370237,0.169876,1,0.405608,0.18,699
0.591228,0.622108,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.564565,0.384565,0.564565,0.539389,1,0.592923,0.18,700
0.573849,0.496492,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.315411,0.315411,0.495411,0.30364,0,0.462343,0.18,701
0.557098,0.730353,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.5231,0.3431,0.5231,0.295283,1,0.513639,0.18,702
0.322153,0.964833,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.274282,0.274282,0.454282,0.587875,0,0.717731,0.18,703
0.296848,0.654833,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.5885,0.4085,0.5885,0.353716,1,0.561667,0.18,704
0.478484,0.829832,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.484927,0.484927,0.664927,0.932958,0,0.792339,0.18,705
0.717572,0.929164,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.283449,0.283449,0.463449,0.488672,0,0.619002,0.18,706
0.256548,0.651289,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.40976,0.40976,0.58976,0.309299,0,0.547102,0.18,707
0.432469,0.439054,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.438559,0.438559,0.618559,0.416949,0,0.521531,0.18,708
0.198475,0.761497,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.642638,0.642638,0.822638,0.760927,0,0.756932,0.18,709
0.464938,0.280401,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.487387,0.307387,0.487387,0.200041,1,0.385438,0.18,710
0.466112,0.777612,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.747344,0.567344,0.747344,0.521824,1,0.636329,0.18,711
0.410044,0.507689,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.414004,0.414004,0.594004,0.470829,0,0.564239,0.18,712
0.347927,0.640437,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.617688,0.617688,0.797688,0.639168,0,0.672197,0.18,713
0.844129,0.915366,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.08451,0.08451,0.26451,0.034374,0,0.396331,0.18,714
0.423452,1.0,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.458905,0.458905,0.638905,0.857996,0,0.800644,0.18,715
0.473653,0.510573,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.408411,0.228411,0.408411,0.087055,1,0.385095,0.18,716
0.047591,0.890771,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.672657,0.672657,0.852657,0.934705,0,0.839648,0.18,717
0.569985,0.49233,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.518348,0.338348,0.518348,0.67667,1,0.62694,0.18,718
0.622631,0.430396,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.334724,0.154724,0.334724,0.114783,1,0.359022,0.18,719
0.507727,0.742341,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.670078,0.490078,0.670078,0.780639,1,0.724845,0.18,720
0.274847,0.747609,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.726338,0.546338,0.726338,0.781333,1,0.752937,0.18,721
0.405608,0.39328,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.230021,0.230021,0.410021,0.165012,0,0.403142,0.18,722
0.178084,0.676246,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.842853,0.662853,0.842853,0.929973,1,0.798303,0.18,723
0.497227,0.711817,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.776935,0.596935,0.776935,0.698742,1,0.689982,0.18,724
0.577033,0.334174,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.179916,0.179916,0.359916,0.11663,0,0.346258,0.18,725
0.571864,0.916883,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.708631,0.528631,0.708631,0.815598,1,0.759539,0.18,726
0.736327,0.367395,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.429156,0.249156,0.429156,0.258523,1,0.39036,0.18,727
0.682094,0.356944,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.481088,0.301088,0.481088,0.937269,1,0.689777,0.18,728
0.244897,0.314264,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.498664,0.318664,0.498664,0.32002,1,0.477998,0.18,729
0.488003,0.505818,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.304333,0.304333,0.484333,0.156983,0,0.412171,0.18,730
0.488481,0.657515,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.201466,0.201466,0.381466,0.115636,0,0.427225,0.18,731
0.305272,0.440694,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.616986,0.436986,0.616986,0.266919,1,0.473504,0.18,732
0.3846,0.59137,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.869353,0.689353,0.869353,0.727017,1,0.692132,0.18,733
0.125671,0.568186,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.768023,0.588023,0.768023,0.686948,1,0.70526,0.18,734
0.735495,0.783262,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.376324,0.376324,0.556324,0.433034,0,0.560477,0.18,735
0.53754,0.514539,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.412566,0.232566,0.412566,0.168725,1,0.411992,0.18,736
0.448524,0.635386,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.627493,0.447493,0.627493,0.616886,1,0.648654,0.18,737
0.555861,0.614076,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.319396,0.319396,0.499396,0.29314,0,0.486704,0.18,738
0.470123,0.427774,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.528457,0.348457,0.528457,0.468,1,0.536267,0.18,739
0.465794,0.713014,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.590536,0.590536,0.770536,0.868303,0,0.754949,0.18,740
0.222821,0.625677,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.755302,0.575302,0.755302,0.863444,1,0.765597,0.18,741
0.56575,0.913475,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.42499,0.42499,0.60499,0.675279,0,0.710575,0.18,742
0.130967,0.582475,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.82617,0.64617,0.82617,0.906051,1,0.78186,0.18,743
0.539031,0.622806,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.630044,0.450044,0.630044,0.531191,1,0.597065,0.18,744
0.550855,0.473349,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.624651,0.444651,0.624651,0.704335,1,0.637217,0.18,745
0.537069,0.851284,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.352785,0.352785,0.532785,0.333483,0,0.560744,0.18,746
0.519804,0.770201,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.759762,0.579762,0.759762,0.780171,1,0.728219,0.18,747
0.561925,0.674581,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.640753,0.640753,0.820753,0.856854,0,0.733471,0.18,748
0.334679,0.365896,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.330283,0.150283,0.330283,0.138698,1,0.396075,0.18,749
0.156705,0.651879,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.686247,0.686247,0.866247,0.839278,0,0.769124,0.18,750
0.463927,0.733947,Synthetic data include confounding because prior risk and access affect both treatment probability and outcome.,0.337674,0.157674,0.337674,0.221386,1,0.495173,0.18,751
